global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15
894.3413243791186	n/a	n/a	799846.4044921959	927.3400715058108	n/a	n/a	859959.6082204023	851.6503020442863	n/a	n/a	725308.236972124	841.1429398921498	674.4690799258171	n/a	n/a	n/a	n/a	0.1323432952	-0.0936743107	0.0318137853	-0.0209162681	0.0827253973	-0.170663029	-0.0400111521	0.1936735529	-0.0230234731	0.1431150847	-0.099018135	0.1489209311	-0.088759945	0.1101665667	-0.089681748	0.0899751951	-0.0247573284	0.1599661845	-0.1050048207	0.132019856	-0.0717991865	0.1073998153	-0.0403675102	0.0289922278	-0.0160826468	0.025917435	-0.0125688221	0.0323108414	-0.0252492213	0.0585994927	-0.0259377256	0.0279877209	-0.0054045818	0.0044038472	-0.1103507584	0.182250637	0.1302853888	-0.1085384565	0.0264705714	-0.0204985933	0.1790055411	-0.0143382807	-0.1125655197	0.0417556838	-0.125851366	0.1139988943	-0.0588952536	-0.016731973	0.1165992211	-0.0797345134	0.1198382297	-0.1427487544	0.0250791487	-0.0153630797	0.0229054652	-0.0681250526	-0.103607627	0.1009023924	-0.1645267105	0.0693834086	-0.0684667649	0.0037723069	-0.0775003391	0.0546127469	-0.1238741816	0.0432163034	-0.0951214406	0.176060211	-0.0237842086	0.234905097	-0.0060346079	0.0191017611	-0.1028718895	-0.0417567364	0.0387871568	-0.0372879919	0.0684885396	-0.0633734142	0.0303163281	-0.0323595324	0.0799282579	-0.0193569377	0.037547018	-0.098499803	-0.0287767184	0.0736985588	-0.1273246427	0.0032859435	-0.0268723987	0.0859733583	-0.0012704	0.0153065764	0.1290883846	0.1290552057	0.1289999139	-3.4846011146782985e-05	n/a	n/a	1.214244492841724e-09	-0.0385942297808554	n/a	0.0014895145723774	n/a	-0.049049813537735	n/a	n/a	0.0024058842080865	-0.0023960044992129	n/a	5.740837560248459e-06	n/a	-0.0005349990151386	n/a	n/a	2.86223946199272e-07	-1.1411533690720756e-06	n/a	1.3022310117445488e-12	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
892.7968355570649	-1.5444888220537225	2.3854457214488947	797086.1895807089	917.7320107494492	-9.608060756361624	92.3148314979363	842232.0435542271	852.1289227773344	0.4786207330481602	0.2290778061035582	726123.7010336603	840.1939551102488	656.7681024253915	1.168212	16.822275	0.0756995208078519	0.060670287898884	0.097229153	0.0238701768	0.0140229062	-0.1604602099	0.0355330913	-0.156226024	-0.0556378159	0.1536639947	0.0974949621	-0.0570205421	-0.0262485539	-0.0706536767	-0.0600834984	0.0334353842	-0.0624396688	0.0986634919	0.0804902294	0.0737875927	-0.1653942049	-0.0311478599	-0.0205717822	0.1564969886	-0.06395896	-0.1557344689	0.0318003656	0.1296249699	-0.1688897323	-0.0912349023	0.0134758553	-0.1218179584	-0.0545764612	-0.0393897114	0.0790604939	-0.0043759211	-0.0400358081	-0.0621090144	0.0589448028	0.0228113652	-0.1245173508	0.0389089497	0.0304751489	0.0345749624	-0.1754014338	0.0144155959	-0.1229036313	0.0475650688	0.0490407511	-0.1468621738	0.0014436463	-0.0684786596	0.0223846486	-0.0612343201	-0.2198143895	0.0461993569	0.2852990682	-0.0415420687	-0.0691989545	-0.0655559773	0.0505215858	-0.0118851144	0.0493428097	0.0198453469	-0.1271341536	-0.0054397693	-0.0469436653	-0.009657731	-0.0172057389	0.0124144243	-0.0349366913	0.2767101936	0.0747008169	0.0332056646	0.0834597205	0.0463801958	0.0447194017	-0.0518314912	0.0498312003	-0.0661171689	0.0101578319	0.0379122687	0.1687057518	0.0009614252	-0.1056671074	-0.0223736075	-0.1068342681	0.0462883243	-0.0309431767	-0.0517518366	-0.0134553953	-0.0507037626	0.0057199871	0.062564795	0.1289999139	0.1287014744	0.1282045865	0.0012635738213049	0.0012984198324516	1.6858940613038563e-06	1.5966188018870671e-06	-0.0403532306937108	-0.0017590009128553	0.0016283832274198	3.094084211426127e-06	-0.0308623221353485	0.0181874914023865	0.0003307848435118	0.000952482927586	-0.003380011951181	-0.0009840074519681	1.142448079012639e-05	9.682706655287526e-07	-0.0004299993166492	0.0001049996984893	1.1024936682864906e-08	1.8489941231877898e-07	-1.2261761147395502e-06	-8.502274566747453e-08	1.5035078643577785e-12	7.228867280836057e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
893.3074638808056	0.5106283237406615	0.2607412850061977	797998.2250251567	915.4287020327096	-2.3033087167395934	5.305231044608592	838009.7085052914	852.8924091547515	0.7634863774170526	0.5829114485014141	727425.461593796	841.4275553920813	654.0806098168049	1.120992	16.142298	0.0440233199208081	0.0288439811348709	0.0717694045	0.1033085464	-0.0374854489	0.0273155262	-0.1416722656	-0.176261081	-0.0562273344	0.1190831325	-0.0260902057	-0.0974462112	-0.0612716337	-0.0361588639	-0.0101755257	0.0606349304	-0.024686061	0.037287636	0.041934229	-0.0855694326	-0.0495885776	0.0459029763	-0.0649929129	0.1774366225	0.0936096114	-0.2438356686	-0.05924991	0.063165444	-0.1117722704	0.0255302664	-0.022429367	-0.0531957554	0.0213072629	0.1070447475	0.04172773	-0.0653125485	0.002591738	-0.0811473729	0.1320477084	-0.0456266796	-0.1337636609	0.0852901597	0.0563436602	-0.0677835458	-0.0222393482	-0.0024491414	-0.0258441293	-0.0442846748	0.0741331687	-0.0540500668	0.0650493884	-0.0796998819	0.2123938934	0.0870294065	-0.1650039252	-0.0982228587	0.1088982914	0.0572298973	-0.0339568683	-0.0493466039	-0.0577201796	0.071096798	-0.0610199174	0.0188699623	0.0266930752	-0.1422531289	-0.0123451206	-0.0409421097	0.084294905	0.094245009	-0.025851885	0.2621561012	0.0148962906	-0.0961686658	0.0348776462	0.0067524136	-0.1860924462	0.0023375366	-0.0877150045	-0.0521768284	-0.0014693604	0.0405956842	0.0688951791	-0.0292562698	0.0378323496	-0.0151953491	-0.0488050955	-0.0267770817	-0.070156688	0.0446903239	-0.0945670751	0.0335329064	0.0004314031	0.0839863856	0.1288230331	0.1279949812	0.1266188352	0.0042059103585927	0.0029423365372878	8.657344298658762e-06	1.7689681944517375e-05	-0.0604862791698082	-0.0201330484760973	0.0036585899678079	0.0004053396409408	-0.010664384054067	0.0201979380812815	0.0004079567027352	0.0001137290872526	-0.0033950074968966	-1.4995545715600163e-05	1.1526075903984118e-05	2.2486639130865447e-10	-0.0004299989343938	3.8225540002203776e-10	1.4611919084600814e-19	1.848990835798035e-07	-1.230184666568346e-06	-4.0085518287957775e-09	1.5133543138598725e-12	1.6068487764141972e-17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
893.5882413907171	0.2807775099115588	0.0788360100721355	798499.9451517545	913.4607312438718	-1.9679707888377609	3.8729090257187178	834410.507524589	853.1888129807425	0.2964038259909785	0.0878552280620902	727931.1505954884	841.2460784644411	661.5811423345443	1.156865	16.658867	0.0416474656211604	0.0246923149870811	0.0917815633	-0.085577673	0.0478561158	0.034921587	-0.0267236569	-0.1635873793	-0.0589765025	0.0569703182	-0.0208265501	0.1122128471	0.0438520439	0.0705850738	0.0967727239	0.0651529981	-0.0205613803	-0.0025250061	0.0259804071	0.0695713864	-0.004078452	0.1562581073	-0.1911707157	0.1464511585	-0.06031047	-0.1374137385	0.0474201058	0.0482656202	0.0183271439	-0.0543055831	0.0614124658	-0.0618555574	-0.0239391499	0.0716673768	-0.0243726691	-0.0436009182	-0.0354728414	0.1287175348	-0.0515329798	-0.1360616362	0.1796196581	-0.0091466992	0.0461920029	0.0426982021	0.1890669708	0.0069905253	-0.0195276573	0.0282138838	-0.135475882	0.0276611316	0.1701511676	-0.1099708255	0.1007436151	-0.0233582316	-0.1664477414	0.0464008547	0.0669533208	-0.0026719242	-0.0950287197	0.0537532754	0.0119064142	0.0632693876	-0.1198894051	-0.0482775265	0.072261599	-0.1088512317	-0.0919556794	0.0467709218	-0.0360609506	0.0446327161	-0.0217371619	0.2343178561	-0.0847322722	-0.0600670023	-0.1108855513	-0.1198655124	-0.0085930747	-0.0493085345	-0.0832976466	-0.094200385	0.0288759041	-0.0203864924	0.0748390732	0.0272986819	0.0522107833	-0.0042849192	-0.0645526887	0.0897196959	-0.0694601685	-0.092561759	-0.0049936603	0.0323609124	0.0022767707	0.0897602748	0.1285578634	0.1269376627	0.1242524367	0.0014195374105412	-0.0027863729480515	7.763874205633205e-06	2.0150864599260155e-06	-0.0474795371890763	0.0130067419807319	0.0022543064516888	0.0001691753369533	-0.0119887559830544	-0.0013243719289874	1.753961006289808e-06	0.0001437302700212	-0.0030230055329628	0.0003720019639338	9.138562452323702e-06	1.383854611706044e-07	-0.0005479986038716	-0.0001179996694778	1.3923921996870056e-08	3.003024698452228e-07	-1.828126522761828e-06	-5.97941856193482e-07	3.3420465832252525e-12	3.575344633881068e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
891.1124966005707	-2.47574479014645	6.1293122659372905	794081.4815977021	914.2878308698356	0.8270996259637968	0.6840937912694526	835922.2376766691	852.6920322590373	-0.4967807217051359	0.2467910854578756	727083.7018780471	841.1768830951892	657.7829462348868	1.113686	16.037098	0.0586305392884997	0.0308868822088009	0.0136036916	-0.0729488167	0.0857706747	-0.1359537547	0.108969222	-0.1612843313	0.0119861478	0.006681507	0.1630726405	0.0632129704	0.0386339591	0.1962192199	0.0969241211	0.1035840746	-0.0718017801	0.0091657271	-0.1685567424	0.1125884748	-0.1374531309	0.1365334804	-0.0928874417	0.092533122	-0.0818518187	0.0179324273	-0.0916187562	-0.0192941031	0.0004953177	-0.1365536826	-0.0584882714	-0.07496353	0.0566692577	0.039038169	-0.0629153118	-0.0332432066	-0.0649108678	0.0914794021	-0.0982484944	0.1685475264	0.034831228	0.0149949697	-0.0466033254	0.0769709367	-0.0188466648	0.0507931333	-0.0756152134	0.2004837144	0.019544088	0.0976830123	0.1551706536	-0.1165215175	0.0394976407	-0.1138498585	-0.0819566377	-0.035994055	0.0375115439	-0.0134843914	-0.0150656433	0.1131197769	0.082439344	0.0328740734	-0.06555935	0.0481806081	0.0065378754	0.0600487529	-0.0262375292	-0.1070507552	-0.1484132637	-0.0419484986	-0.0162294882	0.2168063867	-0.0226292556	-0.0408105888	-0.06118206	-0.1042364156	0.1750788612	0.0629228375	0.0105258456	-0.0226991307	0.0542136143	0.003665587	0.0466051873	0.0170701201	-0.0294865995	-0.0729434093	-0.0546721417	0.0564996024	-0.0067833981	-0.0159827324	-0.0640420534	0.0367529105	-0.0102199289	-0.0361542689	0.1282045865	0.1255324169	0.1211199807	-0.0072680279307775	-0.0086875653413187	7.547379155968191e-05	5.282423000256187e-05	-0.0222092072386033	0.025270329950473	0.0004932488861672	0.0006385895758057	-0.0079032119566164	0.004085544026438	1.6691669991963236e-05	6.246075923120442e-05	-0.0027300043366976	0.0002930011962651	7.452923678387704e-06	8.584970101283803e-08	-0.0004299992771066	0.000117999326765	1.3923841116993251e-08	1.8489937831219857e-07	-1.0866501475596726e-06	7.414763752021554e-07	1.1808085431914585e-12	5.497872149829275e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
889.5523934632129	-1.560103137357828	2.433921799193738	791303.4607161307	911.0029696039406	-3.2848612658949605	10.790313536177042	829926.4106271984	852.1221203294333	-0.569911929604018	0.3247996075049752	726112.1079547292	840.1241126746462	639.4363428623304	1.157786	16.672129	0.0450136962190569	0.0325874533486206	-0.0612963986	0.0209457413	0.0122970051	-0.1566382051	0.0292859414	-0.1152337603	0.0348857985	0.0641611362	0.1826351561	-0.1140901103	-0.036746614	-0.0779229255	0.091434246	0.0237619361	-0.1054253169	0.1063608017	-0.1411480788	0.0414824565	-0.0968511987	-0.0984372138	0.1430484235	0.0723140583	0.0637755387	0.0388301569	-0.0059702089	0.0098440252	0.0413385989	-0.0628300821	0.0233586963	0.0034753129	0.0575403768	-0.1748796	-0.0727613254	0.1105970727	-0.0935287127	-0.1994574259	0.0064044847	0.068238185	0.0599506207	0.030363512	0.0269121013	0.1287538486	0.0199955671	0.0725379569	-0.1460774358	0.1053310523	0.1765701084	0.0079528246	-0.0905407596	0.0614810877	0.0445567874	-0.021901074	0.0441988393	-0.0052420535	0.080090124	-0.0130097407	-0.004124653	-0.0326625365	0.1897350381	0.0356153537	0.1077372978	-0.1014367242	-0.0331063836	0.0400615455	0.1145241236	-0.0066324041	-0.0299596899	-0.0667905692	-0.0128285017	0.1647566896	0.0376404171	0.058270314	0.1845301009	0.005164734	0.0812401701	0.0344949898	-0.0220536437	0.0663894599	0.1202717108	0.0523304971	0.0449222772	0.0810476519	-0.0652098774	0.0492886687	0.0227680162	0.0345817297	0.0566938637	0.1178943847	-0.017546025	-0.1411040413	0.0808474053	-0.0119021993	0.1277634447	0.1237830955	0.1172407796	-0.0052855437328815	0.001982484197896	3.930243594907348e-06	2.7936972552202896e-05	-0.0500285712126924	-0.0278193639740891	0.0025028579375834	0.0007739170119228	-0.0079617224061792	-5.851044956280138e-05	3.423472708041124e-09	6.338902367305592e-05	-0.0024270027378008	0.0003030015988968	5.89034228929258e-06	9.180996893401726e-08	-0.0004299997493302	-4.722236000126966e-10	2.2299512840895124e-19	1.848997844240349e-07	-1.0219693177780911e-06	6.468082978158145e-08	1.044421286479817e-12	4.1836097412339136e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
891.5669952751739	2.014601811961029	4.058620460756661	794891.7070640019	910.263492670404	-0.7394769335365936	0.5468261352326836	828579.6260885227	852.5071016796411	0.384981350207795	0.1482106400078169	726768.3584142219	840.5895706176758	646.4444196123595	1.18729	17.096994	0.0468380432777757	0.0246994707478073	-0.0396983472	0.0868110542	-0.0374027261	-0.0087831918	-0.1275150122	-0.1172232218	0.0195185563	-0.0332179108	-0.0331376908	-0.1186112223	0.0660753765	-0.0375554626	0.0909781055	-0.0232154848	-0.0621635398	0.0433929729	0.0965933569	-0.1603020824	-0.0327382222	0.0909556036	0.0281519596	0.2284820188	0.101978872	-0.0601615922	0.0416674624	-0.0990549318	0.0276976903	-0.1548220103	-0.079193669	-0.0402314708	-0.0670256802	0.0151029192	0.0237954595	-0.0253905446	0.0215332583	-0.0452788678	0.0865654286	-0.2312898947	0.0282888854	-0.0283340476	-0.0312861716	-0.005449128	0.0910183338	0.0338124115	-0.0223185054	-0.0958026599	0.1052233477	-0.0994058842	0.1308636443	-0.0054327357	0.2090446903	-0.0006165765	-0.1484257886	0.0426505674	-0.0260610375	0.0359905145	0.1062886929	0.0678632036	0.0195063286	-0.022448863	0.0191105799	-0.0332257964	-0.074721203	-0.1500376154	0.0157997893	-0.0154802598	0.0454854051	-0.0038774257	0.0043085098	0.2071497411	0.0053067043	-0.1559051946	0.0230501635	-0.0314488129	-0.1028904992	0.0854580921	-0.0870752711	-0.0110072877	0.0678946796	0.0244014059	-0.1042600292	-0.0536922568	0.0259206426	0.0202562545	-0.0294756328	-0.0382620891	0.0304334101	0.0193447101	-0.1159168031	-0.0463078456	0.11445975	-0.0443086935	0.1272347401	0.1216944932	0.1126387502	-0.0001263513418194	0.005159192391062	2.6617266127993065e-05	1.596466157956286e-08	-0.0315449155930309	0.0184836556196614	0.0009950816997714	0.0003416455250662	-0.0098145350885943	-0.001852812682415	3.432914836118234e-06	9.632509900524873e-05	-0.0026220069295575	-0.0001950041917566	6.874920338647549e-06	3.8026634802683774e-08	-0.0006609989655996	-0.0002309992162694	5.3360637917077044e-08	4.3691963252374134e-07	-1.8662129844192708e-06	-8.442436666411797e-07	3.4827509032150814e-12	7.127473686637435e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
891.5343799064555	-0.0326153687184387	0.0010637622766397	794833.5505551881	913.095343675958	2.831851005553972	8.019380117657041	833743.1066427159	853.0025052684502	0.4954035888091539	0.2454247158049892	727613.2739942526	840.4008312693813	654.0218737715975	1.401224	20.177645	0.1136982251649665	0.0663238077789389	-0.0566314077	-0.0167953316	-0.0584782616	0.1094951784	0.0228441628	-0.0693363508	0.0293725206	-0.0360702598	-0.1792689834	-0.0076732341	0.0078436554	0.0241882729	0.069115404	-0.0143751591	-0.0490324984	0.0067947808	-0.1068390178	-0.04335995	0.2765077821	0.0073566227	0.1185495057	-0.0602951898	-0.09198725	-0.084575535	0.1955247101	-0.0169548142	-0.2445005444	0.1664411607	-0.0539610119	-0.2546168225	0.076269213	-0.0483875152	0.0242484584	0.1230638641	-0.0464763577	0.1125722365	-0.0986564664	-0.0196100452	-0.1756967408	0.1043779744	0.1618089102	0.1619291948	-0.0111128051	0.0721613537	0.0057621174	-0.1372551075	-0.0404945843	0.1998052154	0.0108796048	0.2480349449	-0.123553634	0.0197404008	0.0027735428	0.0855378166	0.1986986614	-0.068480784	0.0072896895	-0.216714032	0.0109247081	0.203239603	-0.1556237729	0.0424727884	-0.1512532496	0.0821453122	-0.0032537089	0.0182996584	-0.0126882341	0.1975750748	-0.003561029	-0.026209978	-0.2629496839	0.0898124279	0.1857239773	-0.0941918022	-0.1027731329	-0.0039958637	-0.0281978301	0.0043231103	0.208002816	0.1015723002	0.0741731019	0.0517082954	-0.10880355	-0.1584921171	0.0602672242	0.1587804148	-0.1178754638	-0.0025001553	0.1581059799	0.0008570994	0.0674643386	-0.2619761216	0.1266188352	0.1192723348	0.1073422654	0.0042643232237224	0.0043906745655418	1.927802314049568e-05	1.8184452556378207e-05	-0.0379551189888474	-0.0064102033958165	0.0014405910574575	4.10907075757374e-05	-0.0176493585660466	-0.0078348234774523	6.138445892283774e-05	0.0003114998577928	-0.0017460153239762	0.0008759916055813	3.048569511559715e-06	7.673612930489038e-07	0.0001202883637176	0.0007812873293172	6.10409890951603e-07	1.4469290445857626e-08	0.0002421053266402	0.0002439715396246	5.8614989187557935e-08	5.9522112146807166e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
887.2642029458079	-4.270176960647518	18.23441127524488	787237.7658290599	906.7726962997252	-6.322647376232794	39.97586984418344	822236.7227546737	849.548587753767	-3.453917514683212	11.929546198235457	721732.80295442	836.6384503548605	641.5911135542283	1.33274	19.191475	0.1765149129164532	0.1178775855462192	-0.1202055414	-0.0999506398	0.0606153159	0.060665943	-0.0329595796	0.0246605552	0.0413568864	-0.1330086509	0.0061350432	0.1138392616	-0.138622576	-0.0486986591	0.1313715774	0.0704144458	-0.2402953397	0.1877686148	-0.1812679329	0.0493455561	0.2970094091	-0.0985291233	0.0847664446	-0.1496887447	0.0872148097	0.087885625	0.0713403502	-0.1321355921	-0.0382010284	0.0621195415	-0.0199913086	0.0617104393	-0.104759189	-0.137102157	-0.1626803242	0.0862657504	0.1180357805	-0.0133655705	0.0627461961	0.0408433482	0.0799366274	0.226389591	-0.0420025708	-0.1838155302	-0.1090354331	0.2109346012	-0.2527238492	-0.0973073342	-0.0186032052	0.258659172	-0.10701876	0.2347938045	-0.1027717066	0.0196442148	0.175167409	0.0935894725	-0.0332948195	0.1845884016	0.2620663565	-0.1390145809	0.0358432224	-0.1219390365	-0.0484975116	-0.0703646788	0.1348465871	-6.61372e-05	-0.0447325721	-0.0049312412	-0.06255156	-0.0166177403	-0.0061630015	-0.1583733225	-0.1843118492	0.2865866078	0.0710705073	-0.1103579164	0.0322307675	0.2099646586	0.077552144	0.2374781873	0.3475308132	0.1273836151	0.0311259242	0.087447805	0.0752036058	0.1913233619	0.3046672422	-0.3997292028	-0.0435232911	-0.1731539947	0.1080584233	0.0270490505	-0.0291432562	-0.0189576027	0.1259161521	0.1165232592	0.1013839798	-0.007239992068392	-0.0115043152921144	0.0001323492703403	5.241748515037908e-05	-0.012352897767883	0.0256022212209644	0.0001525940832637	0.0006554737314471	-0.0179901090921248	-0.0003407505260782	1.1611092102257184e-07	0.0003236440251465	0.0003570002969808	0.002103015620957	1.2744921204437938e-07	4.422674701989156e-06	-0.0003159995015762	-0.0004362878652938	1.9034710140262096e-07	9.98556849964068e-08	5.629534507517941e-08	-0.0002420490312951	3.169165877133527e-15	5.858773355090832e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
893.0716418216624	5.807438875854473	33.72634629678586	797576.9574260396	910.7791715300228	4.00647523029761	16.051843770988288	829518.6992929147	852.9906741615712	3.4420864078041404	11.847958838790012	727593.0902066117	841.1812915601229	644.3478531876835	1.585268	22.827875	0.1141556817287317	0.068304517013887	0.0068000041	-0.0207990313	0.0342266758	-0.0747386272	-0.1997568265	0.1876185473	-0.0616452698	-0.0007524536	0.0271602781	0.0610820573	0.1045615592	-0.2233677571	-0.0025771678	-0.0624052675	-0.0161593338	0.1042259149	-0.0042181883	0.1135139679	0.1136366904	-0.0241924425	0.2304380912	-0.1188513932	0.1078431786	-0.0214768028	0.0230214019	0.0068337494	0.3099446052	0.1991435271	0.120047314	0.1525112493	0.0145629348	0.0527348486	0.3086681229	0.1301912787	0.07695011	-0.0208107828	-0.1119312544	-0.2248098688	0.0901587796	-0.1226905584	0.0570412635	-0.1110924198	0.005901689	0.003813779	-0.1136290126	-0.0074564771	-0.0350654122	-0.0335844564	-0.1185576961	0.2495684474	0.0474154886	0.1704851436	0.150836036	-0.0055515468	-0.1967413816	-0.0347686976	-0.2802587964	0.0482422561	-0.0839668973	-0.0038151971	0.1646768869	0.0991613611	0.0728296021	0.1060396689	-0.2286003139	0.132390625	-0.001007694	-0.0556311898	0.0048106375	-0.1650417425	-0.1904326976	0.0637968412	-0.0035463932	0.0578630996	0.0294074341	-0.1377992726	-0.1075468591	-0.0602673566	-0.0001242231	-0.0871075497	-0.095557171	-0.1493313179	-0.1299861673	0.2843921461	-0.1260077727	-0.1873430818	0.0256354271	0.1586326896	-0.0364923395	-0.0690408179	0.3747904072	-0.0128717767	0.1251271724	0.1134548014	0.0948006283	0.0033099954806488	0.0105499875490408	0.0001113022372849	1.095607008191548e-05	-0.0123296298117026	2.326795618040091e-05	0.0001520197712936	5.413977848130567e-10	-0.0179637650152955	2.6344076829300928e-05	6.940103839881101e-10	0.0003226968535247	-0.0003941114401451	-0.0007511117371259	1.5532382725324478e-07	5.64168841648287e-07	0.0006719346758401	0.0009879341774163	9.760139389072212e-07	4.514962085963403e-07	0.0003321320237365	0.0003320757283914	1.1031168119130302e-07	1.1027428938669537e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
