global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02
870.1892184581895	n/a	757229.2759208747	n/a	1032.9279978135053	n/a	1066940.2486670169	n/a	802.7664133034006	n/a	644433.9143280061	n/a	822.9647820344519	732.58002876608	n/a	n/a	n/a	n/a	-0.0487349079	0.1034680396	-0.0287463361	0.0192966782	-0.0131238116	0.0292479324	-0.1767567623	0.0487880345	-0.0784591271	0.0655633945	-0.0562510375	0.0306237875	-0.0190677384	0.0794809595	-0.03401503	0.0038870314	-0.0621624189	0.0571208987	-0.0661739482	0.0505651117	0.0176812243	-0.0039628654	0.0586413194	-0.0093026429	0.0418183127	-0.0475479492	0.0651603542	-0.0153137654	0.0873138127	-0.2231707447	0.0850400384	-0.0948384173	0.094573931	-0.0926789296	0.2093273496	0.0121452075	-0.076630569	0.0812721888	-0.0299350186	0.1024873782	-0.0424911581	0.0118287741	-0.0262583346	0.1340636747	-0.1227331816	0.0830961631	-0.0381467074	0.1381356611	-0.0591299293	0.0228724023	-0.057346331	0.0228172059	-0.0722327089	0.0039581421	-0.0388723292	-0.1006807879	0.0619792619	-0.0371060373	0.0383552196	-0.0358324417	0.0652844253	-0.1514038144	0.1901298149	-0.0495971518	0.1091024047	-0.1069960458	0.0747457811	-0.090288057	0.0238352994	-0.0205566504	0.104889709	-0.0116119413	-0.1290500402	0.055055586	-0.1209872324	0.1252661432	-0.0547355169	0.059212909	-0.0981473576	0.1290883846	0.1290552057	0.1289999139	1.8083750319419776e-06	n/a	n/a	3.2702202561511484e-12	-0.0543201621644442	n/a	n/a	0.0029506800175715	-0.0224292150943625	n/a	0.0005030696897491	n/a	-0.0003289999474473	n/a	1.0824096542032617e-07	n/a	4.4697578971408794e-12	n/a	n/a	1.9978735659053267e-23	1.6538575251055093e-12	n/a	2.7352447133481204e-24	n/a	0.0	0.0	0.0
867.035797109732	-3.1534213484575275	751751.0734697083	9.944066200907692	1020.606181329038	-12.321816484467265	1041636.9773670412	151.8271614768892	802.4720031536178	-0.2944101497827205	643961.3158453801	0.0866773362950839	820.9953840512135	731.4658643948404	0.996133	15.743423	0.0835583629441104	0.0503868185597679	-0.0114590708	0.1002720039	-0.039146488	-0.0359362561	0.0692719454	-0.0788597196	-0.1253995927	0.0715498402	0.1434095537	0.0531716049	-0.1173567325	-0.0236579043	-0.0633150192	-0.0105947855	-0.1591914458	-0.0184941984	-0.1673055082	-0.0281062636	0.1225625358	-0.0492075446	-0.0041057025	-0.0799885969	0.0599176365	-0.033636739	-0.0800751998	-0.0047437024	0.1352720481	0.0769777218	0.0169219374	-0.0435053706	0.0353688579	-0.0982520393	0.0699553172	-0.0370618865	-0.0047066037	0.0097876502	-0.0907520217	0.0847144346	0.0160305262	-0.0012459358	0.0372324876	0.1081234804	-0.0895478474	0.0483934123	-0.048572569	-0.1711534129	-0.0565691067	0.0313162969	0.0011978254	-0.1404539525	-0.1001912675	0.1364248717	-0.1626986545	-0.098251392	-0.0994828769	0.0474619314	0.0351356596	-0.0673973294	0.0327481329	-0.0121361913	0.1141392499	-0.2283133098	0.1788863043	-0.0439369123	0.1865688507	-0.0390080537	0.0061052967	0.0200642308	-0.0322086814	0.1419964741	0.065412437	0.0067649021	-0.1276150931	-0.0164428786	0.0017779419	0.0712271579	-0.0651828051	0.1648885634	-0.0253911036	0.1289999139	0.1287014744	0.1282045865	1.2449091002508794e-05	1.0640715970566816e-05	1.1322483636627569e-10	1.5497986678874539e-10	-0.0758416049394981	-0.0215214427750538	0.0004631724991199	0.0057519490397989	0.0053453553109648	0.0277745704053272	2.85728234004596e-05	0.0007714267612004	-0.00094099983343	-0.0006119998859827	8.854806865152878e-07	3.745438604428378e-07	7.299995909804124e-05	7.299995462828335e-05	5.328993375731427e-09	5.328994028315695e-09	3.434199804765907e-08	3.4340344190133974e-08	1.1793728299054197e-15	1.1792592390968678e-15	0.0	0.0	0.0
865.4785163205432	-1.5572807891887803	749053.0622124089	2.425123456376431	1012.750186343153	-7.8559949858849905	1025662.9399380912	61.71665721825011	802.693088826228	0.2210856726101155	644316.1948493907	0.0488788746334672	820.4689566790471	714.2305086286444	0.979953	15.487708	0.0840753225059157	0.0570191578398273	0.0353379113	0.1187024391	0.023031681	-0.0308368445	0.1154368011	-0.0856348962	0.0123040827	-0.1035348689	0.0349112156	0.1198937469	-0.0911167981	0.0410025288	0.0198121515	-0.1586199737	0.0125989265	-0.02759539	-0.0470621724	0.0431058732	-0.03488379	-0.0594821051	0.0401941854	-0.1893874128	0.1272139994	0.1382571904	-0.0159037324	0.0159462161	0.0194901042	0.0294340291	0.0061074435	-0.0676791245	0.0851343908	0.0901680977	-0.1585312697	-0.0576457989	0.0131106941	0.0859506878	-0.1165066974	0.021633969	0.0833631666	-0.1131329782	0.0676739519	-0.0046885089	0.0360466469	0.0517377904	-0.1426002325	0.0390356632	-0.0003617224	0.1198390144	-0.0177071944	-0.0674624633	0.0428136879	0.0872291344	-0.0582323046	-0.1656175614	-0.0918579838	0.1351602746	0.0553786319	0.0074893973	0.0600036435	-0.0896629775	0.0855997867	-0.0926894207	0.1710133788	-0.0849335596	0.0138811374	-0.1337245032	0.1245354451	-0.0696217992	-0.0302144959	0.0242649293	-0.0687856387	-0.0651794664	0.0641327929	-0.0996215959	0.0223751907	-0.1517001269	0.0612380213	-0.0362587469	0.1406036645	0.1288230331	0.1279949812	0.1266188352	-1.6988374369475423e-06	-1.4147928439456336e-05	2.0016387912797738e-10	2.8860486371744946e-12	-0.0329967186248438	0.0428448863146542	0.0018356842833156	0.0010887834400071	0.0037306820226348	-0.00161467328833	1.3917988354010483e-05	2.607169828046416e-06	-0.0001979995408836	0.0007430002925464	3.920381819011639e-08	5.520494347240361e-07	2.399996835134033e-05	-4.899999074670092e-05	2.4009990931767753e-09	5.759984808653373e-10	2.325801308502803e-09	-3.201619673915627e-08	5.40935172663335e-18	1.0250368536403605e-15	0.0	0.0	0.0
868.3000935923942	2.8215772718509697	753945.0525325605	7.961298301025961	1017.6943720969832	4.944185753830197	1035701.8349978728	24.44497276837748	804.7727897256678	2.0797008994398998	647659.243082834	4.325155831131126	822.0965135718174	722.7089582430689	1.177271	18.606224	0.0368771667061726	0.0184082210256279	-0.0208648952	-0.0614922047	0.0112456508	0.0003366178	0.0622639294	0.0227470408	0.1189586115	0.1142776449	0.0137649979	-0.0663555427	0.0561997973	-0.0092095393	0.1327163075	0.0243353221	0.1102265405	0.0529856566	-0.0665744286	-0.1308922954	-0.0955916417	-0.0063553253	0.1287523049	0.0479242413	-0.0061073156	-0.0768088411	-0.0590811463	-0.0810033239	-0.0211036168	0.0594155584	0.0175215078	-0.0890840016	-0.102930529	-0.1475925508	0.0749293482	-0.1449808058	-0.060568738	0.0076964518	0.0417286081	-0.1461946229	0.0443649894	-0.0136613356	-0.110842713	-0.022017717	-0.0433924399	0.162331676	-0.0227389004	-0.0363904125	-0.0681774071	0.0408960056	-0.0424712172	0.0766132185	-0.0967321051	0.0339008302	0.0476475715	0.0320360822	-0.0053640463	0.0284931372	0.0002379768	0.0642300622	-0.1310287294	0.0044672012	-0.0497415649	-0.0322701036	0.183100714	-0.1310302316	0.1163354883	-0.1142858177	0.0619114117	-0.0871492924	0.097062868	-0.0481194246	-0.1039714107	0.0611798511	-0.0288939171	0.0117872291	0.0343998589	-0.082247399	0.1491921458	0.0853728199	0.01303107	0.1285578634	0.1269376627	0.1242524367	2.9722403695586763e-05	3.1421241132534306e-05	9.872943943088656e-10	8.834212814434296e-10	-0.0212477352924906	0.0117489833323532	0.0001380386093439	0.0004514662550597	-0.0079649134451358	-0.0116955954677706	6.343984618850505e-05	0.0001367869533457	-0.0003420013425066	-0.000144001801623	1.1696491827631673e-07	2.0736518870669846e-08	1.997950074450472e-05	-4.020467606835609e-06	1.6164159777614453e-11	3.9918044999966463e-10	0.0001200033898698	0.0001200010640684	1.4400813580243216e-08	1.44002553775702e-08	0.0	0.0	0.0
869.9172215930511	1.6171280006568622	756755.9724241735	2.6151029705084605	1020.848943694299	3.154571597315794	1042132.565841766	9.95132196259152	805.9037789182684	1.1309891926005091	649480.9008747452	1.279136553779152	822.9014132940574	734.4417324191645	1.08835	17.200865	0.0340373985343579	0.019932023341696	-0.0507386024	-0.0749912914	-0.0338774395	0.0863907443	-0.1901927786	0.034604521	0.0132102902	0.0446193013	0.0729617768	-0.0834936851	0.0782334684	-0.0518269419	-0.0550702822	0.0593229233	0.0585532935	0.0121903408	0.0452753145	0.0983969919	-0.0195431704	0.054733857	-0.0778575863	-0.0589190546	0.0359391046	0.2010125799	0.0708058842	0.0750557988	-0.0533500308	0.1897890641	-0.2286946242	0.0437474494	0.0582532853	-0.1758467817	0.0233435437	-0.1251104542	-0.0549812837	-0.0424537727	0.1382764829	0.0367753252	-0.0631978762	0.0384885506	-0.0613327766	-0.0225659535	0.0530457697	-0.0900958737	-0.0404359711	0.0733367494	0.0253504984	0.1702466917	-0.0041588483	-0.0251696659	0.1035244892	0.0629461504	0.0744723656	-0.1509148566	0.0982136109	-0.1176904002	-0.0133916812	0.0382475333	-0.0868273007	0.0870678235	0.0579849727	-0.1045574086	0.0465267829	-0.0757819278	-0.0719091619	-0.1486796606	0.0912335792	-0.1224435132	-0.0083465347	0.0578764049	0.0031046898	-0.061023287	-0.1911378206	0.0022572233	-0.1184444598	-0.0663839767	0.0315130898	0.00926524	-0.0797457244	0.1282045865	0.1255324169	0.1211199807	2.852474580095077e-06	-2.6869929115491686e-05	7.219930906715477e-10	8.136611230088584e-12	-0.0112249714875076	0.010022763804983	0.0001004557942904	0.0001259999848953	0.0081719288950239	0.0161368423401597	6.678042186532655e-05	0.0002603976807111	-0.0003420103743937	-9.031887099981636e-09	1.1697109619291885e-07	8.157498458681469e-17	0.0001259705630449	0.0001059910623003	1.1234105287566271e-08	1.5868582753849126e-08	0.0001710217448843	5.101835501450001e-05	2.9248437223270598e-08	2.6028725483855582e-09	0.0	0.0	0.0
867.7849211112255	-2.132300481825609	753050.6693080158	4.546705344793726	1021.2096012660436	0.3606575717445821	1042869.0497179518	0.1300738840566984	805.0385115330846	-0.8652673851837562	648087.0050514044	0.7486876478627348	823.1501336669921	731.3795542152304	1.015966	16.056873	0.0870070225200935	0.0483939312266682	-0.0133801898	0.0365495282	-0.0586546597	0.0212473139	-0.1135777726	0.0461844702	-0.1110326879	-0.07370432	-0.0594953355	-0.0037888314	-0.03584834	0.0003729631	-0.1702345779	0.0573992393	-0.0041849134	-0.1178413246	0.0682109537	-0.1195738662	-0.0290385663	-0.0532888032	0.0428940029	-0.1038587229	-0.0724047794	0.0238612635	0.1008024949	-0.0606571708	0.0789481068	0.0213854	0.0578458145	0.0055372013	-0.1470470533	0.1695733851	0.0798595287	0.0394117619	-0.0635277346	-0.0352096859	-0.0104904931	0.1376421388	-0.1030552176	0.0422671877	0.0412188678	-0.0458660064	-0.0690350822	0.1111729145	0.1387627725	-0.0268790717	0.0081588777	0.0722952595	0.0744798758	0.0029870049	0.060216513	-0.0852054647	-0.0813023171	-0.0655391297	-0.0588526672	-0.1144175095	0.0151532365	-0.0826318678	0.0481565604	0.0502071074	0.0995227311	-0.0953533492	0.0290696733	-0.0601419499	-0.0114543709	0.0071747508	0.1670813564	0.0976222369	0.0811677567	0.1010242396	0.0780287992	-0.0791278036	-0.068347027	-0.009419962	-0.0488598026	-0.016108619	-0.0335378322	0.0132174186	0.1203713488	0.1277634447	0.1237830955	0.1172407796	2.739319705824528e-05	2.4540722478150204e-05	6.022470597495867e-10	7.50387245071858e-10	-0.0488652306518559	-0.0376402591643482	0.0014167891099593	0.002387810766659	-2.261214790166832e-05	-0.0081945410429255	5.113092327269228e-10	6.715050290419167e-05	3.094023199913004e-05	0.0003729506063928	9.572979561599906e-10	1.3909215480877966e-07	0.0005150035415812	0.0003890329785363	1.513466583888253e-07	2.652286478411788e-07	0.000231991791762	6.09700468777e-05	5.3820191444943184e-08	3.717346616268935e-09	0.0	0.0	0.0
865.5886969925097	-2.1962241187158043	749243.7923611907	4.823400379629011	1016.9886523976046	-4.220948868438995	1034265.9191054958	17.816409349976436	804.1771376317174	-0.8613739013671875	646700.8686895422	0.7419649979565293	822.6537017822266	718.8272865979295	1.149397	18.165691	0.036123938592545	0.0237386057178515	0.0465995401	0.0979916913	-0.0097245433	-0.0769779047	0.0920921687	-0.0297224663	-0.0555173747	-0.1043828952	0.0143877404	0.0292014958	-0.0813610551	0.0921456389	-0.0583260389	-0.0847980996	-0.09947402	0.0375945483	-0.0737897542	0.0739181614	-0.0511496258	-0.0536001683	0.0305231686	-0.180270607	-0.0519157933	0.057418986	-0.0689382638	0.078575513	0.0122638923	-0.0204011436	-0.095759195	0.0465524111	-0.0980976064	0.059274505	-0.0369994609	-0.04788042	-0.0321242532	-0.0018115058	-0.1218372873	0.0308037473	-0.016153859	-0.0803721544	0.0756972145	0.0634102844	-0.0428281021	0.0240760146	-0.0933203604	-0.008299874	-0.0674271991	-0.0845848926	0.0328015878	0.0315757444	0.1306991095	0.0740031725	-0.0792846136	-0.0481874239	0.0207862359	0.0820172278	0.0234801327	-0.0755676567	0.0754714933	-0.039376077	0.0735907908	-0.0737695339	0.08187045	-0.059629511	0.0577121524	0.0091440381	-0.0558754503	-0.0635577128	-0.0472559821	-0.0541672796	-0.0186224999	-0.0338233579	0.0342046675	-0.0162878278	0.1321219825	0.0232559595	-0.1044699569	-0.0001101148	-0.0090756615	0.1272347401	0.1216944932	0.1126387502	0.0064839132904239	0.0064565200933656	4.168665171603445e-05	4.2041131557735686e-05	-0.0489245115954304	-5.9280943574505085e-05	3.5142302710836558e-09	0.0023936078348514	-0.0001336830554237	-0.000111070907522	1.7871159307416046e-08	1.2336746497767713e-08	-2.5004973571149093e-05	-5.5945205570279136e-05	6.252487032938645e-10	3.1298660263007916e-09	6.89981950168228e-05	-0.0004460053465643	1.9892076916401027e-07	4.760750915579511e-09	0.000144001010935	-8.799078082700001e-05	2.0736291150301988e-08	7.742377510545154e-09	0.0	0.0	0.0
865.892858791429	0.304161798919381	749770.4429059937	0.0925143999218739	1019.4267584215692	2.438106023964565	1039230.9157859083	5.9443609840923	805.2240214232052	1.046883791487744	648385.7246769584	1.0959656728797542	823.1103925961354	714.7117672092036	1.020408	16.127083	0.0524638169794981	0.0278046872244602	0.0587073342	-0.0094831895	-4.24826e-05	-0.0987365548	0.1416116098	0.0136931985	0.0328628091	0.0556571123	0.057815625	-0.0213246882	-0.0058783699	0.0900217221	0.086880537	-0.0806478328	0.1386024532	0.0002029001	0.0646047234	-0.0663843	0.0431642309	0.0425169241	0.0517168126	0.0499584404	0.0313999839	0.0174423267	-0.0179821773	-0.0753135227	-0.042500142	-0.0071124421	0.0748298627	-0.0405557573	-0.0794042363	0.0222584579	-0.0285594409	0.1402281322	0.0905505389	-0.0099573066	-0.075927162	-0.1178113533	0.0462452346	-0.0993684028	-0.0664169349	-0.0717695603	0.0457055239	-0.0280898726	0.1039554759	0.0154623957	0.0323471345	0.0177455324	-0.126868332	0.019566694	-0.0010102846	-0.0059639163	-0.0270864171	0.126468729	-0.0121431015	0.0869391198	-0.0390942738	0.0014065213	-0.0436756535	-0.0640591226	-0.0753501163	0.0031178567	0.0579199871	-0.1104404725	-0.0186743923	-0.0888621959	0.0597270819	0.1622761441	0.0026225353	-0.057670506	0.0042645706	-0.0446368856	0.0127223066	-0.0376697329	0.0882362806	0.0072224904	0.0105349832	0.027294233	-0.0925784087	0.1266188352	0.1192723348	0.1073422654	-5.065977276785816e-06	-0.0064889792677006	4.210685193664933e-05	2.5664125768910228e-11	-0.0280003781322903	0.0209241334631401	0.0004378193611832	0.0007840211755512	0.0042676405445973	0.004401323600021	1.821275581789074e-05	1.9371649432101817e-05	-0.0003160121240147	-0.0002910071504435	9.986366252428213e-08	8.468516160927545e-08	0.0001029633280971	3.396513308027719e-05	1.1536302651609401e-09	1.0601446932831062e-08	0.0002320163403839	8.801532944890001e-05	5.3831582205137755e-08	7.746698217998406e-09	0.0	0.0	0.0
866.0925221776639	0.1996633862348744	750116.2569720673	0.0398654678027766	1021.1263462034594	1.6995877818902727	1042699.0149108272	2.8885986283506973	805.124043075191	-0.0999783480141331	648224.7247377421	0.0099956700716351	823.298624017434	716.866754484804	1.08271	17.111738	0.0276053254278017	0.0206246718948715	0.0325869798	-0.0813609328	-0.0173626537	-0.0428385396	-0.0794979623	0.0218673944	-0.0053181758	0.1557552137	-0.0201203074	-0.093235045	0.0393257571	-0.0051535654	0.085677223	0.1532977837	-0.0826649244	0.0268348904	-0.1248596978	0.0686999756	-0.05124665	-0.0129963672	-0.1135397551	-0.0904936837	-0.1891792757	0.137852302	0.0406005609	-0.0550805879	0.0865209306	-0.0096503054	0.0426790171	-0.0061731518	-0.0999996686	-0.1812716612	-0.0759122414	0.1249189668	-0.1320936197	-0.0862389529	0.0540472192	-0.0837025583	-0.0147462886	0.1465231186	-0.0405666388	0.089469697	-0.1387259503	-0.0819227736	-0.1482499278	0.0596138745	0.0836163688	-0.029876378	-0.0101740131	0.098529436	0.0822883286	-0.0622702092	0.0055100975	-0.1658176746	-0.0356090286	-0.1244599207	-0.0823966428	-0.0185712459	-0.0061470185	0.0863116567	-0.1270494014	-0.010674147	0.0677408645	-0.0374184755	0.0845866693	0.0299613146	0.0295733687	-0.0300295695	-0.050072906	0.0716158224	-0.0528159789	-0.0796602351	0.0580378406	-0.0553782285	-0.0886617606	0.0845340729	-0.1217460521	-0.0081741794	-0.0442331629	0.1259161521	0.1165232592	0.1013839798	4.0246358238960056e-05	4.531233551574587e-05	2.0532077498915247e-09	1.619769351498708e-09	-0.0324223523556526	-0.0044219742233622	1.9553856032080613e-05	0.001051208932274	0.024279813042014	0.0200121724974167	0.0005895093213551	0.0004004870480663	-0.0003160048565904	7.267424299991446e-09	9.98590693887193e-08	5.281545595610617e-17	4.046329366635959e-05	-6.25000344307404e-05	3.906254303843736e-09	1.637278134330056e-09	0.0002320063148088	-1.0025575100002435e-08	5.382693011116001e-08	1.0051215608578888e-16	0.0	0.0	0.0
865.2961879440962	-0.7963342335676771	748737.4928705847	0.6341482115518197	1018.2210212835744	-2.905324919885061	1036774.0481837651	8.440912890105135	804.8511033889737	-0.2729396862173416	647785.2986264484	0.0744960723124209	822.7638024101883	706.9389555140546	1.134809	17.935129	0.1010156256375174	0.0598887909324633	0.0481059755	-0.1311917621	0.0176857429	-0.0202388081	-0.1115057572	0.0981754476	0.0618627679	-0.0119188214	-0.1412662108	-0.0939737938	-0.0315892507	-0.0698598544	0.0241654864	-0.0154438077	-0.0659390782	-0.0304466991	0.1447928705	0.1278940133	0.1605294483	-0.037389838	0.1192921713	-0.0644293202	0.0050940949	-0.0693629901	-0.1735856674	0.0483231044	0.0274107484	-0.1481513696	0.1875507158	0.0210727269	0.0088672906	0.020654552	-0.0048464011	0.0227801122	0.0448443623	-0.1100782242	0.0749491076	-0.0037186205	0.0168087369	0.0376250898	0.1263816811	-0.0281569944	0.1653738229	-0.0460256295	0.0820311657	-0.1267954741	-0.1933311344	-0.1871206428	-0.0872205465	0.0376504087	0.0927524103	-0.0046893493	0.0352402584	-0.0175890783	-0.0106699963	0.0635002669	-0.0100695696	-0.0563821447	0.0530164212	0.1690307511	0.0037641287	0.0065184855	0.0145724955	-0.0398105432	-0.0715529462	-0.0396083936	-0.0938244446	-0.0086963533	0.0824314179	-0.0941065368	0.1146435435	-0.1708088371	0.2468739148	0.0105560819	0.1406124174	-0.0873335271	0.0456512234	0.0477503738	0.0193456756	0.1251271724	0.1134548014	0.0948006283	0.0166777522430123	0.0166375058847733	0.0002768066020658	0.0002781474198793	-0.0472038971326753	-0.0147815447770227	0.0002184940659951	0.0022282079045121	-0.0001461992079185	-0.0244260122499325	2.1374208395996797e-08	0.0005966300744338	0.0005629976937207	0.0008790025503111	3.169664031348272e-07	7.726454834534178e-07	1.6065312790081165e-05	-2.4397980876278424e-05	5.952614708392476e-10	2.580942750431455e-10	0.0002319955914804	-1.072332839999234e-08	5.3821954466340655e-08	1.1498977197408222e-16	0.0	0.0	0.0
