global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
872.7264652533676	n/a	761651.4831536374	n/a	879.0185674222788	n/a	n/a	772673.6418731153	805.8748686618763	n/a	n/a	649434.3039407964	820.8262308560885	681.4224369157114	n/a	n/a	n/a	n/a	0.0464200317	-0.1076910261	0.2237149697	0.0888541126	-0.1334822002	0.1096734167	-0.1362107294	0.2278249478	-0.1018875429	0.1336731204	-0.0134949026	0.0926800368	-0.1941864415	0.005499218	-0.0219646439	0.1538846269	-0.008699839	0.2175888128	-0.0868632597	-0.0520794984	0.0397223526	-0.0527346762	0.0674136281	-0.0028223717	0.0035592159	-0.1129835888	0.0540831988	-0.0326746879	0.093985847	-0.0497687792	0.099123175	-0.0764527183	0.1850153009	-0.1104737118	0.2008006481	-0.0226623069	0.0472526281	-0.0555147255	0.122243754	-0.1659796014	0.1017544651	-0.1153039584	0.1046841973	-0.1329140493	0.0510914623	0.0724687715	-0.1022374017	0.0202529514	-0.024320629	0.0675029794	-0.0287620018	0.1797769832	-0.1724113799	0.1261719515	-0.0952578285	-0.0784427964	0.0203987978	-0.0861603862	0.0927188418	-0.0100870826	0.0178144157	-0.0268967823	0.0252342985	-0.0563453067	0.0199280292	-0.1190853218	-0.2142103771	0.082855509	-0.0428121374	0.1150556674	-0.096688328	0.0552179516	-0.1149982472	0.1290883846	0.1290552057	0.1289999139	-0.0366327508151727	n/a	0.0013419584322865	n/a	-0.0136019721377351	n/a	0.0001850136460357	n/a	0.0001167062909104	n/a	n/a	1.3620358338062912e-08	4.081967284201755e-08	n/a	n/a	1.6662456909293452e-15	-0.0004639997919642	n/a	2.152958069428209e-07	n/a	0.0001759999396807	n/a	n/a	3.097597876761004e-08
869.3259457517415	-3.400519501626036	755727.5999571598	11.563532880938984	869.1879225996204	-9.830644822658428	96.64157762926096	755487.6447930436	803.8430808640354	-2.031787797840934	4.128161655455313	646163.6986529842	816.7169204753834	680.9916141401968	1.131775	18.292337	0.0544394679494412	0.0362807007465053	-0.0598631086	-0.097185271	0.0842577114	0.1200038333	-0.0165048583	0.0233160853	-0.081360203	-0.0262905707	-0.1441978838	0.0547804191	-0.1725983999	0.1666472188	-0.0737957689	0.0933497548	0.0434649832	-0.0255215645	0.0991318973	0.1362429801	0.3126095652	-0.1212925084	-0.032526657	0.0291557543	0.0140195759	-0.0404280145	0.0349842956	0.0357742224	-0.0286445476	0.0085061314	-0.0544274782	-0.1525799608	0.0385744228	-0.1287102686	0.0409593457	-0.009776548	0.190585729	-0.1892753866	0.0208608066	-0.0594450652	0.0600005176	-0.0569488942	0.1332151638	0.2715791986	0.0370662157	0.1482142713	0.0940808462	-0.0231811041	-0.0624425791	-0.0340490323	-0.023900485	0.0907286538	0.0588044079	0.0329425746	-0.106471829	0.0910913083	-0.1076890835	-0.1128245842	0.0591755236	0.0211943376	0.0122033401	0.0261305358	-0.0737960302	0.0119845486	0.0093604171	-0.2441144023	0.0665944158	-0.0971000504	-0.01937978	0.0706402764	-0.0542497735	0.0304327578	0.0724591872	-0.0194021314	-0.1145356876	0.1289999139	0.1287014744	0.1282045865	-0.0338348788135363	0.0027978720016363	0.0011447990243266	7.82808773754087e-06	-0.0173453748452345	-0.0037434027074994	0.0003008620285216	1.4013063830513843e-05	-0.0325774199310302	-0.0326941262219406	0.0010689058894161	0.0010612882893626	5.109951514433852e-05	5.1058695471496505e-05	2.606990383251018e-09	2.611160447986482e-09	-0.0004639889226119	1.0869352299995324e-08	2.1528572030655174e-07	1.181428194214136e-16	0.0004290117152242	0.0002530117755435	6.401495856367443e-08	1.840510517996101e-07
868.193719462809	-1.132226288932543	753760.3345146667	1.281936369349958	864.9645155713074	-4.223407028312977	17.837166926803448	748163.6131975065	805.5538289034961	1.7107480394606682	2.92665885451852	648916.971261083	817.5552019182143	666.3260290773346	1.022897	16.532598	0.1010915947986333	0.0585381371528805	-0.043279894	0.0259878704	-0.003715636	0.0201973465	0.060934259	-0.0922441216	-0.0816952221	-0.0404936735	-0.0416898561	-0.0370683331	-0.1043029078	0.1486897009	-0.0713724357	-0.0171260376	0.0567671192	0.0283876383	0.0111416365	-0.1116687982	-0.0502854781	-0.0152184795	-0.0111584843	-0.0009724225	0.0681905135	-0.124914305	-0.1085739936	0.0978641474	-0.044357129	0.0342853594	-0.0274075228	-0.0932664246	0.0150450159	-0.0190443949	-0.0383512973	-0.0025844824	0.1346350295	-0.1294024465	0.0626443531	-0.041976981	-0.1425761137	-0.0810740981	-0.0309569397	0.048775004	-0.0345153436	0.0032343291	-0.0909515396	0.2150830635	0.0057061561	-0.0861575461	0.0055662788	-0.0273971538	0.11857636	-0.0279683364	-0.0704588292	0.0341312136	-0.0799263698	0.028741607	0.0162697281	0.1386019523	-0.0335756635	0.0233433398	-0.0937274794	-0.0920776345	-0.0811702753	-0.0384452676	0.043575732	0.1172320366	0.0877259433	0.0629817444	0.0526084196	-0.0131025917	0.0265804565	0.0643408708	-0.0575891246	0.1288230331	0.1279949812	0.1266188352	-0.0171283442126082	0.0167065346009281	0.0002933801754655	0.000279108298372	0.0323217475994539	0.0496671224446884	0.0010446953678828	0.0024668230519356	-0.0134412750597903	0.0191361448712399	0.000366192040533	0.0001806678752329	-0.0002519023030948	-0.0003030018182391	9.181010185622393e-08	6.345477030446449e-08	-0.0004645526793873	-5.63756775400024e-07	2.1580919192591962e-07	3.178217018094332e-13	0.0004209414326032	-8.070282621000003e-06	6.512946158281469e-11	1.7719168968203437e-07
870.9223061011656	2.72858663835666	758505.6632645725	7.445185043018498	868.6658590216385	3.701343450331137	13.69994333730921	754580.3746298013	807.1297138735425	1.5758849700464452	2.483413438818286	651458.3750175866	819.7854111220811	669.0167980152537	1.062832	17.178051	0.1431162416404605	0.0741564550485128	-0.0618012832	0.0988026404	0.059542243	-0.048495265	-0.0864166684	-0.0999370936	-0.0240888508	0.0749148867	0.0602257396	0.0234118955	-0.0910742024	-0.0114837978	-0.0327083804	-0.0402122761	-0.1306635873	-0.0139556345	0.0863019866	0.0362493868	-0.1887878808	0.1546900838	0.082473099	-0.0447306346	-0.0707108464	-0.0493598869	-0.0871159702	-0.0163849154	0.0477031532	0.1320374865	-0.0338090259	-0.0627969964	-0.0190751952	0.0348877372	0.0300482287	0.1152061673	0.0481398643	-0.0055093611	0.0292977149	0.1255794898	0.0553875505	-0.0212125132	-0.1155510811	-0.1349216224	-0.0713667453	-0.0871291449	0.0753323245	0.1656467587	0.0782064272	0.1195264629	0.0209729274	-0.1213882516	-0.0373575166	-0.0351824105	-0.0955084512	0.026878117	-0.0203491535	-0.0420792167	0.0616436468	0.0733189307	0.0602634517	-0.1759051766	0.0080927912	0.049890393	-0.0157984448	0.0803128278	-0.0600509315	-0.0772452267	0.1026160979	-0.0539807089	0.147836229	-0.0064311397	0.0337123149	0.100758523	-0.1532840827	0.1285578634	0.1269376627	0.1242524367	0.0055100479207084	0.0226383921333165	3.036062808850296e-05	0.0005124967983818	-0.0237769023398186	-0.0560986499392725	0.0005653410848772	0.003147058525009	-0.0487666928728884	-0.0353254178130981	0.0012478851436699	0.0023781903337586	3.666177504976621e-05	0.0002885640781445	8.326922719542329e-08	1.34408574979966e-09	-0.0007419919874918	-0.0002774393081045	5.505521095020315e-07	7.69725696815037e-08	0.0004360136814496	1.507224884640001e-05	2.2717268528780643e-10	1.9010793041123329e-07
872.2184630233285	1.2961569221628224	760765.0472387774	1.680022766870601	871.5263487163343	2.8604896946957297	8.182401293460469	759558.1765068255	806.8875532501949	-0.2421606233476723	0.0586417675001332	651067.523590086	819.9801888937478	680.5058096468059	0.859068	13.884713	0.0554534320703863	0.0288518892123464	-0.0794795855	0.0308571402	0.0951791855	0.0357039049	-0.1076945933	-0.010248347	0.0411017985	0.1249646445	0.0473813345	0.1153324324	-0.0402242664	0.0065070699	-0.0355939525	0.0409195696	0.0556911737	0.0733596348	0.1300839387	0.0058716187	-0.0650669181	-0.0226552706	0.1384426946	-0.031899109	-0.0389511755	-0.071522959	0.0833168075	0.1268500679	0.0183563324	-0.0465003539	-0.1057357335	0.1264035507	-0.1254087517	-0.0110893394	0.0988619204	0.0726266012	0.0041758618	0.0371840239	0.1046594497	-0.019969968	0.1316980086	-0.0829768243	-0.0902176611	0.0550155247	-0.0665667673	0.0287591658	-0.0555338465	0.0271681376	0.0802319078	0.0951197421	0.0623525081	-0.0355100797	-0.0950267644	-0.0037019163	-0.1053192175	-0.0185433396	-0.0288600466	-0.0227718129	0.0481705323	0.0153411004	-0.179898806	-0.0974060681	-0.0048918593	-0.129291355	0.0022095824	0.0441732593	-0.00051861	-0.1275373825	-0.0622641133	-0.0747985946	0.0778025266	-0.0073253286	0.1592057193	-0.0440069629	0.0518414791	0.1282045865	0.1255324169	0.1211199807	-0.0171837600462652	-0.0226938079669736	0.0002952816093276	0.0005150089200418	-0.0139320309707358	0.0098448713690827	0.0001941014869695	9.692149227378622e-05	-0.0518055978223657	-0.0030389049494772	9.234943291957616e-06	0.0026838199657327	-1.088215541668726e-05	-4.754393046645347e-05	2.260425324198962e-09	1.1842130651293587e-10	-0.0004640023466109	0.0002779896408809	2.152981776604218e-07	7.727824043709176e-08	0.0005079970657993	7.198338434969998e-05	5.181607622436632e-09	2.580610188606983e-07
870.5280757105218	-1.6903873128067062	757819.130600264	2.8574092672978773	870.9549024194703	-0.5714462968639964	0.3265508701995747	758562.442048509	807.7782333274725	0.8906800772776933	0.7933110000593977	652505.6742376527	820.855340559404	676.8005392702057	1.011293	16.345047	0.0859751958885722	0.0463704734386164	-0.0664205886	-0.1002292207	0.0092094608	0.0919341563	-0.0289428245	0.0166003106	0.0298659277	-0.0200680205	-0.0698862129	0.0514387482	0.0119241987	-0.0745426004	0.0308090208	0.1000007775	0.138863499	0.1291363067	0.0969475473	-0.0660469755	-0.0185166093	-0.0219595117	0.0670198827	0.045681513	0.0227592495	0.0883651966	0.0934458127	0.0524291328	-0.0631638305	-0.1056668332	0.0928987016	-0.0692136347	-0.1026477739	-0.1057247399	0.0130418884	0.01355595	-0.0542458222	0.0530733744	-0.0199031702	-0.0722351778	0.0720298653	-0.1337031382	-0.0890757912	0.1215542066	-0.0777938721	0.0075432592	-0.0540335839	-0.1150666087	0.0238710818	-0.0254977392	0.0751832085	0.1029810089	-0.063743603	0.0420071729	-0.0873420728	-0.0915849058	-0.0044923754	0.010710106	0.0318726386	-0.0512195696	-0.0244341036	0.0046409387	-0.1857750065	0.0320333381	0.0251207534	-0.0214974679	-0.0502243332	-0.1268920554	-0.0272614258	-0.1461970288	-0.1730621491	0.0646997173	0.0795135555	-0.0442332761	-0.0001557957	0.1277634447	0.1237830955	0.1172407796	0.0027988425648288	0.019982602611094	7.833519702697455e-06	0.0003993044071129	-0.0237986287612557	-0.0098665977905198	0.000566374730916	9.734975195989216e-05	-0.022465346545303	0.0293402512770626	0.0008608503450011	0.0005046917954005	-0.0004529034712092	-0.0004420213157925	1.953828436149443e-07	2.051215542333427e-07	-0.000464593592963	-5.912463520999964e-07	2.1584720662226973e-07	3.49572248871553e-13	0.000414894743746	-9.310232205329997e-05	8.668042371716383e-09	1.7213764838805906e-07
872.2780323572114	1.7499566466896113	760868.9657329683	3.062348265293149	868.3242097438726	-2.630692675597629	6.920543953443013	753986.9332273209	807.8721050005931	0.0938716731205886	0.0088118910144586	652657.3380380893	820.2290607075115	673.1122793642264	1.032209	16.6831	0.08743700569512	0.0570589606769537	-0.0283628915	-0.0882928352	-0.0332577114	0.0712000841	0.0563108151	0.0235511134	0.0174693695	-0.112800037	-0.0865445721	-0.0341598764	0.0745458825	0.039943918	-0.0004011924	0.0434281248	0.1510199711	-0.0333686911	0.0283467268	-0.141609041	0.0432483504	0.0661659305	-0.1639102942	0.0275860011	-0.0280961516	0.0282036043	0.0292043849	0.0182059439	0.00269848	0.0540315333	-0.0872195559	0.0573931122	-0.0733754169	-0.0729613666	-0.0667218818	-0.0762758907	-0.0364252856	0.0057390323	0.0614234258	-0.1226820956	-0.1221282813	0.0352409125	-0.2263599782	0.0219239893	-0.0725500124	0.0741250487	0.0683615493	-0.027012396	0.0065901806	0.0200144508	0.0886181927	0.0861668577	0.079578072	-0.0442872866	-0.0073641683	0.0180610282	0.0366753628	0.0077311519	0.0433333296	-0.0085002748	-0.1174276303	0.1102642121	0.0163653222	0.0930342582	-0.0717488071	-0.0558010379	0.1569678442	0.1301067857	0.1436203821	-0.0329529894	-0.0442838328	-0.1026456257	0.1328897489	0.0117766135	0.0600227716	0.1272347401	0.1216944932	0.1126387502	0.0028024038114295	3.561246600700379e-06	7.85346712231459e-06	1.2682477351000004e-11	0.0156282728335668	0.0394269015948225	0.0002442429117604	0.0015544805693678	-0.0595421315030648	-0.0370767849577618	0.0013746879828041	0.0035452654239282	-0.0002344035430073	0.0002184999282019	4.7742218624235464e-08	5.4945020974375146e-08	-0.0004645488835088	4.47094542000196e-08	2.1580566516927265e-07	1.998935294863649e-15	0.0004149452640086	5.0520262599956615e-08	2.5522969331685752e-15	1.7217957212316678e-07
873.1584609335434	0.880428576332065	762405.6978998343	0.7751544780221067	873.7187361753076	5.394526431434997	29.100915419450804	763384.4299437768	808.4288743157707	0.5567693151775757	0.3099920703233066	653557.2448274642	820.4244725992392	671.9873075963105	0.950373	15.360424	0.0647961182688757	0.0451294950818536	-0.0657545845	0.0290115287	-0.0297101686	0.0152037135	0.0782081658	-0.0647141705	-0.0623817473	0.0963466075	-0.0271032468	-0.1260341124	-0.0694070295	-0.0898696701	-0.088302071	-0.0615147764	0.0132355634	0.0670722251	0.0438228419	-0.0373671894	0.026624097	0.0420190474	-0.0713938768	0.1141911424	-0.0050230833	-0.0675253102	-0.0895151928	-1.94563e-05	0.026458014	-0.0314509621	-0.0713842755	0.058875556	0.0022198036	-0.0058575262	-0.1217296345	0.0604193131	0.1065449988	0.064981647	-0.0229721331	0.0390288621	-0.1324561359	-0.038489238	-0.010114558	0.0695965552	0.0087493064	-0.0725512519	0.0718391966	0.0157026398	0.0193068667	0.0769569264	-0.2258497816	-0.0301573225	0.1116632591	-0.0616546423	-0.0892440507	0.0240687005	0.0069483277	-0.0389694884	-0.0103045077	-0.0332197575	-0.0067030437	-0.0963355843	-0.1200172147	0.0432351634	-0.0392130569	0.0049556871	0.0662863965	0.2295483465	0.1595432793	0.0879729306	0.0343599755	0.0031605905	-0.0179671601	0.0200734405	-0.0180926453	0.1266188352	0.1192723348	0.1073422654	0.00280082543523	-1.5783761995002805e-06	7.844623118631319e-06	2.4912714271489483e-12	-0.0028161300315332	-0.0184444028651	7.930588354503182e-06	0.0003401959970501	-0.0208703405086936	0.0386717909943712	0.0014955074187123	0.0004355711129488	-0.0003879036341665	-0.0001535000911592	2.3562277985882712e-08	1.504692293995779e-07	-0.0004645802274325	-3.134392370001196e-08	2.1583478772123346e-07	9.824415529121717e-16	0.0004149097784274	-3.5485581199987046e-08	1.2592264731008736e-15	1.7215012423467417e-07
870.991746912726	-2.166714020817494	758626.623190082	4.694649648007113	873.5899292795282	-0.1288068957794621	0.0165912164003412	763159.364538611	807.7570612777081	-0.6718130380626235	0.451332758110932	652471.470043999	821.681432388641	675.8524501609387	1.04886	16.952229	0.0315650545146556	0.019992275745374	-0.0312835108	0.1149923159	-0.0510161602	-0.0831186862	0.0200897044	-0.1174551178	-0.0164259848	-0.0142793144	0.0843007255	-0.1159737032	-0.0810736459	-0.0289026317	0.0437999874	-0.0245808258	-0.1980252023	0.1031520579	0.0883692021	0.0519101361	0.0290096766	0.0956280303	-0.0945914089	-0.0798897959	-0.028123157	-0.0945828889	-0.0135332759	-0.0413500486	0.0138520654	-0.0513402598	-0.1105065023	0.0987428307	-0.1287859592	0.06045973	-0.0688010273	0.094143932	0.0034885693	-0.0135437454	-0.0666325868	0.1583352357	0.0605769324	-0.1323711418	0.0074959287	-0.0671021326	0.03956821	0.0494634955	0.0657162561	0.0909746835	-0.0242123801	-0.0520749209	-0.0518267226	-0.1293334471	0.0051710584	-0.0287533942	-0.0185854286	-0.0732290604	-0.0191178335	0.0376993433	0.0584487091	0.0280206521	0.1185556167	-0.123248446	0.0299593989	0.1556195524	-0.057624586	0.0714984173	-0.08595053	0.1059472726	-0.0378249123	-0.0102524151	0.0426045267	-0.0707721607	0.1225700841	0.0073240692	-0.0470541321	0.1259161521	0.1165232592	0.1013839798	0.0026150446654042	-0.0001857807698257	6.838458602058965e-06	3.4514494437066836e-08	-0.0122390811257275	-0.0094229510941943	0.0001497951068021	8.879200732357756e-05	-0.0208734981127491	-3.157604055500224e-06	9.97046337131146e-12	0.0004357029234629	-0.0005003360298258	-0.0001124323956593	1.2641043593689384e-08	2.503361427418439e-07	-0.0007911037226262	-0.0003265234951937	6.258450999530316e-07	1.0661759291351025e-07	0.0004148023683488	-1.0741007859998769e-07	1.1536924984855532e-14	1.7206100478777358e-07
872.6162445866737	1.624497673947758	761459.1103165495	2.638992692661676	871.9673701695034	-1.6225591100247811	2.63269806552441	760327.0946403198	809.4030812029724	1.6460199252643406	2.7093815943672253	655133.3478608655	822.2347577273191	673.7514398030467	1.061398	17.154877	0.0618590312521767	0.0381039471237905	-0.0519843018	0.0209984114	0.0378698379	-0.0097779513	-0.1130019253	0.0278482823	0.0981321017	0.0190043514	0.0372032914	0.0764811409	0.0849852032	-0.1308059857	0.0574118956	-0.0686029615	0.0930102191	-0.018622259	0.1026592729	-0.1029495513	0.0009650344	-0.0892146551	0.0762331517	-0.0415501628	-0.0629546016	-0.1546964624	0.0650097654	0.0783038823	0.0837004462	-0.1430309835	-0.1280721055	0.0817182521	0.0587624664	-0.0113664783	0.0754677407	0.0478801629	-0.1241507516	0.1572608256	0.0534280438	0.075362228	0.042221336	0.01568657	-0.0577238054	0.069889481	-0.1682735664	0.1156143122	-0.0808428147	0.0299796791	0.0017264185	0.123431079	-0.0392864474	-0.0109126058	-0.1228954619	-0.0087981277	-0.0777311437	-0.0747795755	0.0285466123	0.0128087337	-0.0040157142	-0.0559535117	-0.1438101088	-0.0789083749	-0.0186798931	-0.1117251557	-0.0075029644	0.154566294	0.039202361	-0.0617844216	-0.0243521978	-0.1048776494	-0.0206318416	-0.0190000463	0.0804636621	-0.0536454831	-0.0286343703	0.1251271724	0.1134548014	0.0948006283	0.0027607950414676	0.0001457503760634	7.621989260992088e-06	2.1243172122622553e-08	-0.015328278775641	-0.0030891976499135	0.0002349561302237	9.54314212023109e-06	-0.0371362843475537	-0.0162627862348046	0.0002644782161189	0.0013791036151423	-5.408881401994237e-06	0.0004949271484238	2.4495288224692e-07	2.9255998020839136e-11	-0.0004390013468289	0.0003521023757973	1.9272218251758819e-07	1.2397608304210305e-07	0.0004149987839556	1.964156068000019e-07	3.857909059461294e-14	1.722239906846268e-07
