global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30
979.8439368274096	n/a	n/a	960094.1405374368	1235.4470113118489	n/a	n/a	1526329.3177593795	897.5542032075621	n/a	n/a	805603.5476955617	930.040024166604	917.9901877958662	n/a	n/a	n/a	n/a	-0.1568685833	0.1295160333	-0.1058215584	0.1088230728	-0.0398796915	0.0840744907	-0.1414464591	0.0412180699	-0.1137648526	0.0555721352	-0.1394006513	0.5113250574	0.4916294636	-0.235322362	-0.2405030281	0.014249164	-0.0678448608	0.139698207	0.0262039356	-0.0401783371	0.0644661187	-0.0349949593	0.1223979384	-0.1759903904	0.1712180368	-0.0001934539	-0.0276824058	-0.0882819305	0.0165887356	-0.0522257462	0.008256118	-0.1597523237	0.0123295192	-0.0013059955	0.0087294217	-0.0136953171	0.0842213378	-0.1394697357	0.0397355855	-0.0478569711	-0.00647229	0.0638247562	0.0247957393	-0.1942673556	0.0703017971	-0.0157298001	0.0923313824	-0.0452831052	0.0429847888	-0.0090725419	0.237762864	-0.2822004868	0.0046993636	-0.2467348318	0.1135224986	-0.0525072248	0.012724087	-0.2250167587	0.0022612564	-0.1087266812	0.0465538957	-0.240710728	0.0008723593	-0.1296247385	0.0913548801	0.0122679833	-0.1477632299	0.231536597	-0.0721816164	-0.0775751642	0.0903832438	-0.0037964053	0.1386597668	-0.0162522251	0.042042526	-0.1947144703	0.0152963286	-0.0519853654	0.0271916955	-0.0484335988	0.2008304487	-0.1517702255	0.065906926	-0.1231750704	0.0614103328	-0.0676714948	0.0091861924	-0.0182139796	0.1472237397	0.1290883846	0.1290552057	0.1289999139	-0.0273186488640959	n/a	n/a	0.0007463085757597	0.0262597668807273	n/a	n/a	0.0006895753566301	-0.0768381765020365	n/a	0.0059041053681581	n/a	-0.0009272421607891	n/a	8.597780247448392e-07	n/a	0.0018888729870847	n/a	n/a	3.567841161338277e-06	-0.0008031253264233	n/a	n/a	6.450102899425321e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
977.3313939201604	-2.5125429072492125	6.3128718607683245	955176.6535419236	1219.8045804403662	-15.642430871482702	244.6856435691151	1487923.2144632975	897.1209829496645	-0.4332202578975739	0.1876797918528404	804826.0580485722	925.4338885055664	919.6766904858936	1.804163	28.656612	0.1587414193857997	0.0825066098232093	-0.1753596388	-0.0425148466	-0.013886554	-0.0582951655	0.0942108418	0.0992253251	0.0919437333	0.2789258834	-0.0176739409	0.0601974101	0.0545297513	0.0743636069	-0.1957520085	-0.0298191734	-0.1682294937	0.0351159491	-0.0743015416	-0.0672802901	-0.2542946867	0.0453185702	-0.0202820023	0.0739251026	0.0526248436	0.1007807408	0.088711531	-0.0092486086	0.1221965413	0.1175495654	0.1739232704	0.0020335964	0.1676783376	-0.0067764772	-0.1570021969	0.0985561781	-0.0486045118	-0.0441561897	0.0430186407	0.2181794063	-0.0333755125	0.0801018382	-0.0035696017	0.0841649177	-0.0017816497	-0.2141369274	-0.0087398942	-0.0373340128	-0.1282676804	0.2076303099	0.061032675	0.0795666228	0.067531265	-0.0402616505	0.2349613698	-0.0259516746	-0.0854283447	-0.1041641694	-0.0304235611	0.2819263453	0.0810605868	-0.0334391276	-0.0529621117	-0.0909290351	0.1727759712	-0.2351865033	-0.0649059922	-0.1055645323	0.0812158843	0.2722944087	-0.0487297337	-0.0033469619	-0.1449888742	-0.070847664	0.0610567979	0.0624919264	-0.0500253285	-0.0590188227	0.0765380257	-0.057261699	0.0972187756	0.2481221527	0.0152960635	-0.1588279206	0.0017256327	-0.0980464463	-0.1117605569	-0.1538572041	0.133369084	0.1724790841	-0.0376082894	0.1289999139	0.1287014744	0.1282045865	-0.0183021718959963	0.0090164769680996	8.129685691627054e-05	0.0003349694961105	0.0558199733183499	0.0295602064376225	0.0008738058046348	0.0031158694212612	-0.002297109780244	0.0745410667217925	5.276713342492638e-06	0.0055563706280227	-0.0001276951025882	0.0007995470582009	1.630603922501092e-08	6.392754982777133e-07	0.0020000520220682	0.0001111790349835	1.2360777819862346e-08	4.000208090979096e-06	-0.0008048726184046	-1.7472919813000002e-06	3.0530292679152804e-12	6.478199318574768e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
974.847837575745	-2.483556344415433	6.16805211588615	950328.306426106	1212.727837167135	-7.076743273231159	50.08029535522246	1470708.8070400772	897.4638591465614	0.3428761968968956	0.1175640863984787	805441.378474239	927.6698771181894	932.3042289522303	1.576829	25.045723	0.0718992753019324	0.0409480999336921	-0.1012316488	-0.1258358495	0.1800274695	0.1627506707	-0.0067850851	-0.1187735831	-0.0656354747	0.1263356877	-0.1403526996	0.1485689537	0.0088852205	-0.1393003995	0.0409501122	-0.0354908775	-0.0526951166	0.1097528249	0.1491351391	-0.0163540068	-0.1338855202	0.1265590951	0.1250815747	0.1331990573	0.0532056502	-0.0370003161	0.0841643845	-0.160921677	0.0277117966	0.0341271368	0.1224909448	0.097066291	-0.0447826586	0.0945908448	-0.0008686884	0.0556290784	-0.0824874715	-0.0086862582	0.1044269372	-0.110789139	0.0298666668	0.0534265877	-0.1177023367	-0.0506431104	-0.0783035569	-0.1076486869	-0.1424485346	0.1731539352	-0.0018667208	0.072210031	0.0830567186	0.132394527	0.0001329285	-0.1782493653	-0.0527896315	0.06277715	-0.1465321341	-0.0174191315	0.0368964296	0.0874035282	0.0300027728	-0.1569743707	-0.0803834378	-0.1810428648	-0.0720449832	0.148303268	-0.0597617199	-0.150246528	0.04719581	0.210022166	-0.124445078	-0.1000303593	-0.0359312298	-0.1114920166	0.1374726455	0.0257693266	0.1067358843	-0.0161693746	-0.0499722204	0.0272528441	0.0075100909	-0.0145435726	-0.1057507315	-0.1256408201	0.0926012126	0.1733774745	-0.1009622908	-0.0815056268	-0.0819908467	-0.0609420383	0.0548689603	0.1288230331	0.1279949812	0.1266188352	-0.013564812194275	0.0047373597017213	2.244257694349293e-05	0.0001840041298659	0.0222753948968943	-0.0335445784214556	0.0011252387414731	0.0004961932178125	0.0081584809173165	0.0104555906975605	6.656081087821748e-05	0.0001093193768349	-0.0005022316177631	-0.0003745365151749	2.522365978809406e-07	1.402776011993581e-07	0.0019122054184237	-8.78466036445002e-05	7.717025771873916e-09	3.656529562248957e-06	-0.0008040208076001	8.518108044999924e-07	7.255816466629244e-13	6.46449459053917e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
972.3199709744208	-2.527866601324149	6.390109554090104	945406.1259556984	1216.643093698393	3.91525653125791	15.32923370555772	1480220.4174439963	896.0725975194907	-1.391261627070662	1.935608914959306	802946.1000253272	926.9881804348524	909.0023333376812	1.569904	24.935732	0.0875913691810843	0.0435542213618954	-0.0548753051	0.026017701	0.0423779713	0.0131300456	0.0776767933	0.1927097617	-0.0246369225	0.12925716	-0.1760369493	0.0107486452	-0.0905964497	-0.0117785996	-0.1453566648	0.1027798537	-0.087349426	-0.1159986999	0.0118060315	0.0116665956	-0.0656790646	0.1032035529	-0.0085534561	0.1681455193	-0.0698178994	-0.0877086795	-0.0472237232	0.1115605993	-0.0942523521	-0.1852295252	0.0464670706	-0.0126422171	-0.1531805253	-0.1122631005	-0.2160301411	0.1395945609	-0.0938568485	0.0127808718	-0.0387337717	-0.0526090031	0.057430748	-0.0315500059	0.0933168284	0.0848714256	-0.1337284219	-0.0831060369	0.0962240091	0.039173485	0.0032825401	0.1144626468	0.1108530665	0.1155894301	0.0410839766	0.027777372	-0.1051035498	-0.0107597223	-0.0284256949	0.1068990322	0.1202278808	-0.1213260229	0.1167489687	-0.0006826727	0.1519111815	-0.0616935311	-0.059609156	-0.1376918915	-0.0061147568	-0.0937853861	-0.0281380426	0.1241582915	-0.1320617232	-0.0806905253	-0.0605913272	-0.0445348791	-0.0715316208	0.0111489355	-0.0372507677	-0.12041827	0.0446897929	0.0157259546	0.0437646153	-0.0112674561	-0.1539899475	0.0516959251	0.0138218033	-0.0990827193	-0.0124103756	-0.0034515694	0.1705393566	-0.1879216745	0.0218389173	0.1285578634	0.1269376627	0.1242524367	-0.0047669826597456	0.0087978295345294	7.74018045186378e-05	2.272412367831523e-05	-0.0015601069489292	-0.0238355018458235	0.0005681311482422	2.433933692097178e-06	-0.0178893882316799	-0.0260478691489964	0.0003200302113037	0.0006784914872032	-0.0002868760280492	0.0002153555897139	8.229785546928537e-08	4.637803002102165e-08	0.0015501147275576	-0.0003620906908661	1.3110966841188962e-07	2.402855668590972e-06	-0.0008047779000548	-7.570924547000302e-07	5.731889849637175e-13	6.476674684166137e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
971.1489262838194	-1.171044690601434	1.3713456673858082	943130.2370222152	1219.26838349133	2.62528979293711	6.892146496899775	1486615.390981561	895.6729662883331	-0.3996312311576275	0.1597051209165611	802230.0625397415	926.8486559512526	904.3209256394651	1.386305	22.01952	0.0671860436746485	0.0383056390710484	0.0213940368	-0.1258133537	0.0612458986	0.0203331567	-0.0617681758	-0.0181922092	0.0489413091	0.0903411667	0.0098324502	0.1387880552	5.99569e-05	0.0087016262	-0.0914059286	-0.0770884117	0.0050456487	-0.0079789119	0.1385118314	0.0838210766	-0.1984882974	0.2366203212	0.0627405166	3.37018e-05	0.0842845099	-0.0350163421	-0.0756192809	-0.0601572387	-0.0609893597	-0.0207740999	-0.0574211082	0.0774775858	-0.2257798384	0.0492580758	-0.0563393913	-0.0221265356	-0.2217078732	0.1474779684	-0.0912364052	-0.1019180989	0.0464142799	0.005824713	-0.0823870044	0.0047141702	-0.0588668964	-0.0328624252	-0.103172269	0.0595257727	0.0474915081	0.2045926103	0.1205090914	0.0328309748	-0.1439038177	-0.1583917409	-0.1010178801	0.0622413375	-0.0166763725	0.0879919327	0.0936229867	0.0159714697	-0.0135986637	0.0065350429	0.0179154782	-0.0523530492	0.0058703243	0.0515787425	-0.0110992851	-0.0990776626	-0.0723849526	0.1327241235	0.0248343801	-0.1231464423	-0.0555255369	-0.1746049992	0.0175991988	-0.038331123	0.013417192	0.0899068156	0.0235852117	0.0496047358	0.0503754195	-0.166087643	-0.1824959241	0.0514629057	0.1879813737	0.1261126121	0.0813647354	0.2422597837	-0.0080463996	0.0295377323	0.0536242202	0.1282045865	0.1255324169	0.1211199807	-0.0053747204691205	-0.0006077378093749	3.693452449438025e-07	2.8887620121182885e-05	0.0291286493165756	0.0306887562655048	0.0009417997611235	0.000848478211008	-0.0024901174660811	0.0153992707655988	6.200684994882158e-06	0.0002371375401122	-0.0004180782178665	-0.0001312021898173	1.7478939625442868e-07	1.7214014612854826e-08	0.0015641138049538	1.3999077396200123e-05	1.9597416794480128e-10	2.446451994847054e-06	-0.0005401735905849	0.0002646043094699	7.001544059004261e-08	2.917875079653832e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
972.8409048351432	1.691978551323814	2.862791418139832	946419.42612046	1218.9615045562991	-0.3068789350309089	0.0941746807657048	1485867.1495901565	896.5978975414736	0.9249312531404712	0.8554978230360024	803887.7898757907	927.7120647840836	900.739508599286	1.487253	23.622925	0.0826220294016654	0.0441282241808914	0.0065922054	0.0081579921	-0.0271592884	0.0725100255	0.0765111531	0.1439679398	-0.066207924	0.0681881989	-0.130437107	-0.0165071055	0.0329799406	0.0555262538	-0.1662534779	0.023569374	-0.1362189993	-0.0701745629	0.0045634242	-0.0229319174	-0.1310263149	-0.096667031	0.0790331012	0.2278065293	0.1060978314	0.0513149217	0.125453318	-0.1193130546	-0.0104301032	-0.1044430677	-0.0037984728	-0.0786257959	0.1396866288	0.0545329092	0.0614593578	0.0279239414	0.0636256424	0.0376988733	-0.0213666646	-0.1321950268	0.0274764873	0.0618332252	0.0571666855	0.1722384869	0.1240723486	-0.0966681349	0.1011123489	0.0861352071	-0.022423991	0.1014449327	-0.0209235313	0.0951161439	0.1561901297	-0.0811999217	0.044687798	0.0333159784	-0.0669700683	0.0333656993	0.2270127044	0.0306994696	0.03342097	-0.0018507253	-0.0548775442	0.1312244038	0.0190762387	0.0064891196	-0.117009004	-0.1943491734	0.0801452562	0.1336121739	-0.1032049958	-0.0689863058	0.0017615041	0.0389133396	-0.049675263	-0.1042583875	0.0186040917	-0.1025826937	0.1119426431	0.0018801154	0.1895724795	-0.0122443015	0.085239157	0.0742660566	0.1214864082	0.130616146	-0.0148760419	0.1883042473	-0.0785621678	0.1832601481	-0.020906102	0.1277634447	0.1237830955	0.1172407796	-0.016014242591666	-0.0106395221225455	0.0001131994309961	0.0002564559657847	0.0584577400651937	0.0293290907486181	0.0008601955641406	0.0034173073735297	0.0265580117216757	0.0290481291877568	0.0007053279866086	0.0008437938093086	-0.0005030606663168	-8.498244845029995e-05	2.530700339951028e-07	7.222016544607888e-09	0.0017221306242103	0.0001580168192565	2.496931516794141e-08	2.965733886842958e-06	-0.0005110671114368	2.9106479148099983e-05	8.47187128398779e-10	2.611895923923546e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
972.9485816153444	0.1076767802012454	0.0115942889945073	946628.9424673106	1224.6139754628748	5.652470906575672	31.950427349684404	1499679.3888989866	896.8833873954551	0.2854898539815167	0.0815044567263877	804399.810585946	927.1656297141536	898.6048893765175	1.227861	19.502848	0.1374972577357211	0.0868256311594235	-0.0330982625	0.0090291278	-0.0130595122	0.0754680552	-0.0010850572	0.0273178791	0.1775805996	0.0688418154	-0.0630220667	-0.0089650874	0.0786025055	0.007366661	-0.0312458775	-0.0010412199	-0.1270697328	0.0425962645	0.1592173575	-0.0586321752	-0.0418829848	-0.0166071411	0.0177061157	-0.0948515456	0.0049216845	0.0549688535	0.0666882784	0.0136052719	0.1750504627	-0.2005985501	0.0883292291	-0.1303955382	-0.0419478088	0.0610845089	0.2092373032	0.0340282487	0.0505524596	0.0470070136	-0.0359714062	0.0712260957	-0.1115219555	0.2178328118	0.0518789155	-0.1373788031	0.0024235719	-0.1167537736	-0.0344800082	0.163169056	-0.0015093094	0.0274726157	-0.0575851672	-0.0550247736	-0.1053880696	-0.0150605973	0.0918424394	-0.0095343447	0.0532138461	-0.1966992727	0.077006459	-0.0387643449	0.0965929471	0.1368349869	0.0058773616	0.0749982641	-0.1096325881	0.0438566065	0.0831832235	-0.0709002985	0.0467576946	0.0708160422	-0.1528068205	-0.0471395556	-0.0327895273	-0.1558628032	0.0240865494	-0.0477547058	0.0782071356	0.1029850298	0.1039023646	0.0848207757	0.0624137129	-0.0253926202	0.0534731947	-0.0076823742	-0.0836074355	-0.1216471752	0.058395063	-0.1048936182	0.09273161	-0.0687293974	0.0002386177	0.1272347401	0.1216944932	0.1126387502	-0.0053211789415854	0.0106930636500806	0.0001143416102246	2.831494532837192e-05	0.0129619646076264	-0.0454957754575673	0.0020698655844853	0.0001680125264893	-0.0461990806170575	-0.0727570923387332	0.0021343550498613	0.0052935944855869	-0.0005030017409323	5.89253844999766e-08	2.530107513809246e-07	3.4722009384700825e-15	0.0018711355334235	0.0001490049092131	2.220246296963393e-08	3.5011481844400456e-06	-0.0005330298026259	-2.1962691189099924e-05	4.823598042677675e-10	2.8412077048740586e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
972.5230753024224	-0.4255063129220389	0.181055622336508	945801.1319956812	1223.170267988996	-1.4437074738787032	2.084291270133227	1496145.5044922726	896.2709004255746	-0.6124869698804787	0.3751402882733704	803301.5269496703	927.84130942322	894.0538040739872	1.253041	19.902809	0.1451253984216264	0.0938987332626735	-0.0198669273	0.1425654866	0.0893963226	-0.022793631	-0.0152122018	0.0983908394	0.0111792302	-0.0033319352	-0.1032864508	-0.0892309262	0.0001050579	-0.0900287133	-0.0101874446	0.0098627703	-0.1095170043	-0.02698508	0.0091999574	-0.0107292075	0.1478433231	0.1081659453	-0.003495507	-0.0336944832	0.0167920652	0.1157798065	0.0274525188	-0.1099216905	-0.0360825001	-0.0958848171	0.1351158992	-0.1667557527	0.0385895001	0.0956437092	-0.0099810636	0.0004504679	0.1022826116	0.0367101152	-0.0670641972	0.0493066655	-0.0500547302	-0.0422948975	-0.1340621987	-0.0189069308	0.0008422159	-0.074907081	0.0860168969	0.0717599663	0.0536701663	-0.1401884443	0.0143087902	0.0424419756	-0.0450918831	0.0306750166	0.0544449222	-0.0254629932	-0.0030503434	-0.029301605	0.1710004425	0.1222031842	-0.0269809716	0.1999497446	-0.004692586	0.0201380457	-0.0506481791	-0.0197228316	-0.0393032237	0.0798602214	-0.0329081769	-0.0295289245	-0.1411579617	0.0465891882	-0.0218162594	0.0657961207	-0.0401470241	0.0464282727	0.0045367531	-0.0169476507	0.0153449582	0.1759599485	0.1136125243	-0.0658794482	0.0118826888	-0.0090730048	-0.026036873	-0.0940754603	0.1144885048	0.1503103664	-0.0241478318	-0.0471126824	-0.0194612879	0.1266188352	0.1192723348	0.1073422654	-0.0053546039505931	-3.342500900770009e-05	1.117231227164832e-09	2.8671783467707235e-05	-0.0032400991829035	-0.0162020637905299	0.0002625068710724	1.0498242715051928e-05	-0.1140724451955463	-0.0678733645784888	0.0130125227528909	0.0046067936192044	0.0004047705820922	0.0009077723230245	1.6383922412725842e-07	8.240505904492972e-07	0.0019108363938	3.9700860376500014e-05	1.5761583146343486e-09	3.651295723870589e-06	-0.0008058875200969	-0.000272857717471	7.44513339834841e-08	6.494546950479314e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
974.3840225357108	1.860947233288357	3.4631246050835904	949424.2233728725	1224.323063175853	1.1527951868567925	1.328936742840187	1498966.9630243035	897.6094805452339	1.338580119659241	1.791796736746948	805702.7795646845	928.3245390808866	904.422787789225	1.339764	21.28027	0.1436289427879698	0.0648111471938115	-0.0547401321	0.0278983527	-0.0501845591	-0.1338836908	-0.0967908492	-0.1257540007	0.0510520435	0.0361004873	0.1547147093	0.0341443534	-0.1325525371	-0.0020443769	0.0343687051	0.0966509423	-0.0342703008	0.0249913369	-0.100291736	-0.0207201486	0.0435073933	0.0159447506	-0.0290771307	-0.2544429571	0.1257022767	-0.0352142364	-0.0795555989	-0.0001915771	-0.0422499195	-0.1996758316	0.0740348316	0.0592570237	-0.0465661765	-0.1158437235	-0.0704200701	-0.067176386	0.151601724	-0.1587568179	0.0674848045	-0.0062388432	-0.0257348884	-0.2498425546	-0.0570686019	-0.2199064209	-0.002699072	-0.0464676987	-0.0081164075	-0.1363434048	0.0181559349	-0.0982481843	0.0236284835	-0.1849573746	-0.1490578745	-0.075477788	0.0615427089	-0.0299148034	0.0817368642	-0.0165787089	0.0471440913	-0.0374397589	-0.0478054109	-0.0218583202	0.234286651	0.032774484	-0.123520193	0.0142703416	0.0268235606	0.1700420263	-0.0790167176	-0.0195255804	0.0655162784	0.0144110112	0.0708187579	0.073460221	0.1002400762	-0.0032589644	-0.1265183699	0.1261467716	-0.0574092154	0.0417877229	-0.0284555509	-0.1869056572	0.0320803824	0.0083621273	-0.1142164947	-0.162228637	-0.0161590396	-0.1238873263	0.1152612949	-0.0323588643	-0.0242263327	0.1259161521	0.1165232592	0.1013839798	-0.0172831758040246	-0.0119285718534315	0.0001422908264624	0.0002987081658728	0.0370870342277953	0.0403271334106988	0.0016262776891242	0.0013754481078136	-0.1582638595959196	-0.0441914144003733	0.0250474492541969	0.0019528811067055	-3.311902292132531e-05	-0.0004378896050135	1.0968696792632714e-09	1.917473061789012e-07	0.0017840064017202	-0.0001268299920798	1.608584689096213e-08	3.1826788413786557e-06	-0.0004269706547209	0.000378916865376	1.4357799086637376e-07	1.82303939992794e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
975.9242162649836	1.5401937292728007	2.3721967236912573	952428.0758924223	1229.0618897724928	4.73882659663991	22.456477513021795	1510593.1288911311	897.8824284343799	0.272947889146053	0.074500550189286	806192.8552912193	928.6772068321771	905.4150440160056	1.251739	19.88212	0.1119101406937442	0.0572167998287564	-0.1034341974	0.1171960991	-0.0309540368	-0.0855506627	0.0310154492	-0.0789578513	0.0004649727	0.0567865814	0.1503533476	-0.0738110904	-0.0752345574	-0.0617669736	0.0225436066	0.153741836	-0.0745256169	0.0761332663	0.0224064215	0.0315223532	0.1355680946	0.0553916404	-0.1195749521	0.0007240841	-0.1309746539	0.0712125067	-0.2301434172	0.0047207903	-0.0514831363	0.0405860252	0.1333295034	0.0940312616	-0.0560985627	0.050354716	0.1860486763	-0.0054827812	-0.0105006976	-0.0951354584	-0.015951485	0.0812363678	0.0715903023	-0.1193952735	0.1501338166	-0.0338358481	-5.12935e-05	-0.0877843803	-0.0896158063	-0.0619458231	0.1142154363	-0.1172988995	0.0124317423	-0.0801480361	-0.084668515	0.1712746277	0.0033681501	0.1596139325	0.0058873456	0.1103628975	0.0013989068	-0.0502474715	0.1969966593	0.0367467499	-0.0704484529	-0.0065362909	-0.1265386302	0.0831881894	-0.0860894273	0.2135089273	0.0149760367	-0.0231734001	-0.0401413167	0.0370142352	-0.11489729	0.1174090949	0.0097288713	0.0719839996	-0.0099827478	0.0920448623	-0.0632289894	-0.0137485103	0.0919408704	-0.1171845802	0.0271580901	0.0932686419	-0.0453376052	-0.0807148191	0.188193034	-0.0177879648	-0.2161022475	-0.0456944996	-0.2000977168	0.1251271724	0.1134548014	0.0948006283	-0.0228143151891373	-0.0055311393851126	3.059350289754489e-05	0.0005204929775493	0.0261260002919669	-0.0109610339358284	0.0001201442649423	0.0006825678912558	-0.1699751422044215	-0.0117112826085019	0.0288915489674133	0.0001371541403361	0.0007339336677455	0.0007670526906668	5.38658628650362e-07	5.883698302592164e-07	0.0023112085132344	0.0005272021115141	2.779420663850308e-07	5.341684791647165e-06	-0.0008068495478259	-0.000379878893105	1.4430797342668001e-07	6.510061928268593e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
