global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00
956.6317706477904	n/a	n/a	915144.3446127268	1041.3262975866144	n/a	n/a	1084360.458045446	905.7527548157344	n/a	820388.0528562919	n/a	927.6205950042632	761.785970658012	n/a	n/a	n/a	n/a	-0.0301416179	-0.0759391573	0.0921676178	-0.1081758786	0.1780723392	-0.1385195107	0.294727922	0.0560817575	-0.4154070044	0.1678660714	0.1724898957	-0.112169227	0.0030047171	-0.0059996508	0.0467247288	-0.0142270272	0.0354188334	-0.1650254203	0.0856905055	-0.0621599133	0.0817753349	-0.0035926862	-0.1388109258	0.1330922396	-0.1602709446	0.1715276504	-0.1461737977	0.0228673919	-0.0197889613	0.0030294984	-0.0533612102	0.0460897941	-0.0511363103	0.0595350852	-0.0894083575	0.0185935975	0.0016996514	-0.1519975228	0.1147455394	-0.0253340419	0.0414086958	-0.1079320464	0.0417235999	-0.1016163527	0.1832999595	-0.0491727599	0.0501479678	-0.1387516021	0.0184448653	-0.3783209434	0.1474924725	-0.0234402182	-0.0541472326	0.0391369896	-0.0104273441	0.1159770949	-0.0408155816	0.0061543886	-0.1167618713	0.1351816761	-0.0117244605	0.0442830918	-0.0946892758	0.0470008238	-0.0251152891	0.0486269666	-0.0086951742	0.0572639759	-0.0418061168	0.0781257156	-0.0521159301	0.030621749	-0.0817693108	0.024987014	-0.0061737285	0.2254969941	-0.0439200716	0.1194256703	0.2394933431	-0.0282876294	0.1203905237	-0.1321927291	0.0507220842	-0.0560494461	0.1323612515	0.1290883846	0.1290552057	0.1289999139	0.0002230493931136	n/a	4.975103176834528e-08	n/a	0.0242939682688927	n/a	n/a	0.0005901968942499	0.0279302254096762	n/a	0.0007800974914353	n/a	0.0009340006152181	n/a	n/a	8.723571492277894e-07	-0.0006139997301362	n/a	n/a	3.7699566860732644e-07	7.866555710718363e-07	n/a	n/a	6.188269874983569e-13	0.0
954.996096228666	-1.6356744191243706	2.675430805377847	912017.5438119916	1021.1636478250676	-20.16264976154673	406.5324454068005	1042775.1956393988	906.8811606227762	1.1284058070417586	822433.4394925135	1.2732996653655626	926.884893803438	759.1251869135317	1.292309	20.007446	0.0832574065544335	0.0561185282001306	-0.0599022559	0.1623643316	-0.0886656293	-0.0783933134	0.0611565829	0.1331197023	-0.1374680529	0.0229497309	0.1319991341	0.042625924	0.1791960868	0.0354104262	-0.2338028456	-0.0285061424	0.1508298932	-0.2181353861	0.0092640647	0.0423135405	-0.0332228752	0.0082493064	-0.0931019611	0.0043113825	0.245762448	-0.0761136795	-0.1260017685	0.0467904298	0.0054862702	-0.1128468271	-0.0607086504	-0.0838144673	-0.0119110428	0.2179525386	-0.0288955679	-0.0048651976	0.1431512203	0.16635096	-0.0176198857	-0.1359645848	-0.0448744304	-0.1687343474	0.0210602683	0.238412736	0.1627708988	0.0717345647	0.128053707	0.0819895707	-0.0418399052	0.0446840765	0.0465461741	0.1046351578	0.0749577021	0.1654377271	0.1050441995	0.1595798281	0.2705856009	0.0511426091	0.1372889693	0.0073673891	0.0389820446	-0.1406981235	-0.1117281354	0.0402052053	-0.0109639344	-0.0702755136	-0.0687607494	0.0693838724	0.1633651069	-0.0300837702	0.1920431998	0.0706852481	-0.0433190436	0.0337289128	-0.0403352299	-0.0857642139	-0.0303412218	-0.0971303479	0.0602830951	-0.0435770256	0.273281093	0.1010446593	0.1422526752	-0.0741633753	-0.0339729193	-0.2027629662	0.0309807061	0.1289999139	0.1287014744	0.1282045865	0.0001217910409394	-0.0001012583521742	1.4833057653102606e-08	1.0253253885034317e-08	0.0518626136965565	0.0275686454276638	0.0007600302107162	0.0026897306994382	0.0465813405512705	0.0186511151415943	0.0021698212875534	0.000347864096025	0.0001959998555076	-0.0007380007597105	5.446451213332753e-07	3.841594335900008e-08	-0.0006139993046163	4.255199000232842e-10	1.8106718531582584e-19	3.769951460693e-07	6.008814144665205e-08	-7.265674296251843e-07	5.279002297921471e-13	3.610584742512864e-15	0.0
957.9683688779272	2.972272649261185	8.834404701546106	917703.3957706364	1017.1843353618276	-3.979312463240035	15.834927680097474	1034663.972105483	910.4323833956576	3.551222772881374	828887.1247354976	12.611183182631276	929.8199113344498	760.6793987506369	1.329931	20.589911	0.0882095895562791	0.0537866475428185	-0.017390173	-0.130154856	-0.0645843295	-0.005369251	-0.1844367556	0.004234737	-0.0623126021	0.1129944592	-0.029562132	-0.0485339561	0.012479509	-0.0438435096	-0.1100773248	0.0721649102	-0.0687638096	0.1113570363	0.1185589597	0.1334371737	-0.0395545081	0.0651305556	0.1004816918	0.0517173176	0.0971771527	0.2069779159	-0.1149529521	-0.0719347366	-0.0099500379	0.0243682294	0.0587566018	0.0067256849	0.0969504176	0.0696324382	-0.0433017947	-0.1122241351	0.1077447582	-0.0482505956	-0.0048733643	0.016711967	0.0534740639	-0.1174047464	-0.1014112406	-0.0400794842	-0.0640370783	0.1136071006	-0.0776829632	0.0201822345	0.173662426	0.0071845862	-0.0423383001	0.038994899	-0.002515005	-0.0793044584	0.1798088795	-0.188395589	0.1800515507	0.0473853902	-0.0013520255	-0.0255861853	0.0571469982	0.0396427101	0.0810565159	0.0496944149	0.0901586464	0.1145872994	-0.0376377803	0.0482884502	-0.0654523484	0.050392137	0.0167790447	-0.1193749364	0.0158059337	0.0021883546	-0.0725957581	0.0282798337	0.0861937535	-0.0080033986	0.1234121465	-0.0228700903	0.1400577407	0.0498474985	0.1354462354	0.0607466045	-0.1239039844	-0.0418145009	-0.0623627421	0.1288230331	0.1279949812	0.1266188352	0.0001088764058039	-1.29146351355e-05	1.1854071740775509e-08	1.6678780068309107e-10	0.0073027284223883	-0.0445598852741682	0.001985583375647	5.332984241115791e-05	0.0527309400412718	0.0061495994900013	0.0027805520376362	3.781757388742428e-05	0.000721000812582	0.0005250009570744	2.756260049290361e-07	5.198421717439043e-07	-0.0008380005048211	-0.0002240012002047	5.017653769319087e-08	7.022448460804183e-07	8.017340017288984e-07	7.416458602822464e-07	5.500385820737934e-13	6.427774095282332e-13	0.0
957.122020041727	-0.8463488362002636	0.7163063525375406	916082.561248756	1028.3431285511365	11.15879318930888	124.51866544176626	1057489.5900383391	909.9114748510984	-0.52090854455912	827938.8920657012	0.2713457117947006	929.9097662288976	775.6909703793733	1.219721	18.883648	0.0744727867964657	0.0586204476184227	-0.0025723058	-0.0441059529	0.1177813597	0.0055733495	0.0789238926	0.0333600065	-0.055123424	-0.099771919	0.1379007729	-0.1071507559	0.0685197801	0.0774666799	0.1644449134	-0.0833340827	-0.0415710567	0.0166839242	-0.01480051	0.0365295298	-0.0254870101	0.168053859	-0.1748381923	0.1664782674	-0.0517819881	0.2290908368	-0.0773177125	0.1357763854	0.0552480073	-0.0392335532	0.1087773505	0.036973545	-0.1305176658	-0.0652026582	0.0779171426	0.0311542106	-0.0542596711	-0.0040552595	-0.1419131305	-0.0724861378	-0.021143968	0.1047452945	0.0495762527	-0.0448087979	-0.0358278848	-0.0136085136	-0.0497906233	0.0713947773	0.1101686294	0.1874044704	-0.2444187513	-3.85069e-05	-0.0136859713	-0.0536718185	0.2016846098	0.1502785085	0.0387678581	-0.000224862	-0.0434016015	-0.0082809648	-0.2642092229	-0.046655611	0.0003269787	0.0576433339	-0.099892264	0.0237559487	-0.0146854519	0.1123246978	-0.1667889286	0.0204786365	0.0052651374	0.0112896858	0.0569153516	-0.0390505417	-0.0259736251	-0.0914246854	0.0559388522	-0.0360965645	-0.1546214551	-0.2103006648	-0.1007350125	-0.1050807168	0.0833620888	0.0008297081	0.0089738809	-0.0204724658	-0.0344386832	0.1285578634	0.1269376627	0.1242524367	0.0001300007445337	2.112433872980001e-05	1.6900193579316334e-08	4.462376867713287e-10	0.015158858570885	0.0078561301484967	6.171878091011879e-05	0.000229790993172	0.0346062037144037	-0.0181247363268681	0.0011975893355228	0.0003285060669184	0.0016700027412147	0.0009490019286326	9.00604660548584e-07	2.788909155664612e-06	-0.0008579998452336	-1.999934041250009e-05	3.9997361693505927e-10	7.361637344208817e-07	1.2163846039523745e-06	4.146506022234761e-07	1.7193512192429137e-13	1.4795915047323748e-12	0.0
952.0943479386932	-5.027672103033751	25.277486775623824	906483.6473768054	1020.5151565725154	-7.827971978621122	61.27714529807748	1041451.1847942256	907.8347199694944	-2.0767548816040744	824163.8787820903	4.312910838266353	928.4238639670197	751.8064790874979	1.31319	20.330721	0.0866723286572623	0.0476280693938033	-0.0940634111	0.0151670639	0.0431570456	-0.1113841744	-0.0323323198	0.0142687653	0.1591801571	-0.0389611374	0.2040315544	0.0438676818	0.1476343507	-0.0015217648	0.0131116085	-0.0161801094	0.0960037231	0.0100221257	-0.1076616995	-0.1104358902	0.0529183383	-0.0687303004	0.0011308701	0.08323296	-0.0876513199	-0.0088830893	0.0252235389	-0.2619974276	0.0843333255	0.0537898437	-0.0075645041	-0.0093081208	-0.0751972403	0.123515762	-0.0462010436	0.1438138954	0.0536850916	-0.1137405472	-0.0309854139	-0.1412492596	0.0299026191	-0.0035997717	0.0491159617	-0.0693466252	0.1217524707	-0.1598548743	0.076288528	-0.0158510443	-0.0136064085	-0.0403315101	-0.0820677626	0.0302746736	-0.1266632001	-0.0034416298	0.0061262218	-0.1073095601	-0.0867090071	-0.0008408151	0.252702163	0.1178810563	0.0689084122	0.0548179142	0.0382614578	0.0812789234	-0.0775213174	-0.091524929	-0.0345318483	0.1384252845	-0.0169622823	0.0437872506	-0.0177349054	0.0163392322	-0.0732120644	0.1098377098	0.0153288386	-0.0316058939	-0.012332654	0.0626823162	0.0558290415	0.0436377577	-0.0230800429	-0.1223446958	0.0425558026	-0.038256154	-0.0142621332	-0.1375393869	-0.0538508229	0.1282045865	0.1255324169	0.1211199807	0.0001238069682756	-6.193776258099995e-06	1.5328165393595428e-08	3.8362864335403175e-11	0.0552279923089855	0.0400691337381005	0.0016055354785217	0.0030501311344813	0.0440458293819148	0.0094396256675111	0.0019400350859407	8.910653274273442e-05	0.001314391001255	-0.0003556117399596	1.264597095971652e-07	1.7276237041801216e-06	-0.0007536856827692	0.0001043141624644	1.0881444490649235e-08	5.680421084112752e-07	-0.0002820052224798	-0.0002832216070837	8.021447871910341e-08	7.95269455058815e-08	0.0
953.5312733108065	1.4369253721132509	2.0647545250228045	909221.889181728	1021.0194956172596	0.5043390447442562	0.2543578720535488	1042480.8104305232	909.6838050313517	1.849085061857295	827524.6251363182	3.4191155659837964	929.5111239568704	734.8756823199728	1.168663	18.093164	0.0942380090864594	0.0460882241991212	-0.1172512976	0.0588588075	-0.0703431423	-0.0814072035	0.0353778462	-0.0330700989	-0.1733226032	-0.0181311565	0.1110524613	-0.0677762206	0.0438455686	-0.0063272979	0.0282131547	0.0750386495	-0.0512432438	-0.1044055475	-0.0189988037	0.1600381485	0.0961383455	-0.1208943595	-0.028598956	0.0396688519	0.0584604855	-0.1604028522	0.0582726464	0.0132865176	-0.1625682602	-0.1005444276	0.1083596176	0.0716108643	0.0808171278	0.0229144922	0.0749301647	-0.0194033353	-0.1499713004	-0.1456547435	0.0483739995	-0.0597165826	-0.0045291399	0.0166685638	-0.0648991223	0.1546989689	-0.007319336	0.0182854233	-0.0830528231	0.130334006	-0.1213509554	-0.0640233191	-0.036672602	0.0204483725	0.0581690581	0.1464371065	-0.0685579273	-0.0334467507	-0.1845355513	0.0902163489	-0.0715144168	-0.1147038166	-0.0392921976	0.0785668088	0.0002312747	0.1003566287	0.0621367867	-0.0971737276	-0.0348547783	0.0545055777	-0.0070181485	-0.038826815	0.0799903618	-0.0379207974	0.0275780582	0.0304245381	0.0274799458	0.0262075194	0.0530654647	-0.057564873	0.0862338047	-0.1012128234	0.0057960937	0.0287629356	-0.0620868916	0.0058459878	-0.01198485	0.1609515454	-0.0768778068	0.1277634447	0.1237830955	0.1172407796	-0.0150995407048952	-0.0152233476731707	0.0002279961294987	0.0002317503143782	0.0217988561798136	-0.0334291361291719	0.0011175071423427	0.0004751901307481	0.0606646307806215	0.0166188013987067	0.0036801974277491	0.0002761845599296	0.000936932776854	-0.000377458224401	1.4247471116795572e-07	8.778430283433473e-07	-0.0006141027850516	0.0001395828977176	1.9483385335242012e-08	3.771222306081316e-07	-0.0002197118668902	6.22933555896e-05	3.880462150612349e-09	4.8273304452376967e-08	0.0
956.6883100624478	3.1570367516413853	9.96688105121439	915252.5226101424	1022.2512045773592	1.2317089600995814	1.5171069623895923	1044997.525259862	908.5565184036104	-1.1272866277412277	825474.9471336901	1.2707751410841892	928.590775999778	750.9196200561523	1.094823	16.949976	0.0502004440636715	0.0298374711986906	-0.0465708641	-0.0925460443	-0.0588721432	0.0072642867	-0.1319393991	-0.1103143979	-0.0736451546	0.0346075233	0.0350806426	-0.091173102	0.0361369595	-0.1263735293	-0.0923626817	0.1438802847	-0.1168470089	-0.0297495701	-0.0327194152	-0.1321878678	0.0031134197	-0.0880296329	0.0597471481	-0.0801274276	0.1333719596	0.1267055381	-0.018737696	-0.0437407551	0.0461729504	-0.0419243236	0.0129731493	0.1029300174	-0.0148864026	0.0663605142	0.0018490558	0.0638013088	0.0428517384	-0.0447299947	0.1621650474	0.0018247275	0.104618533	-0.1016988758	-0.1632040287	-0.0026817157	-0.0791829278	-0.0508392181	0.0548332978	-0.0156123915	-0.1221141869	-0.0157170851	0.0113474207	0.0262727679	0.1090959704	-0.080653384	0.1409433492	-0.062254844	0.0687824898	-0.0222326863	0.021828582	0.0766062997	0.1148918913	0.1029196115	-0.0464120789	0.0628950853	0.0893362131	0.0865496746	-0.0248758719	0.0936806866	-0.0091181652	0.0846036737	-0.0051877938	-0.089608697	-0.0546067223	0.0234446188	0.0791723976	0.0628207408	0.0677058376	-0.0127279636	0.034232836	0.0423256812	0.0167516313	-0.0078674116	-0.0216429069	0.0227982405	-0.1073104493	0.1453860252	0.0090764516	0.1272347401	0.1216944932	0.1126387502	-0.0172403044286113	-0.0021407637237161	0.0002972280967911	4.5828693207788285e-06	0.0003394570556878	-0.0214593991241258	0.0004605058107685	1.1523109265623017e-07	0.0486907803979619	-0.0119738503826596	0.0023707920957625	0.0001433730929863	0.0010133661945748	7.64334177208e-05	5.8420673444823036e-09	1.0269110443070114e-06	-0.0006147208585296	-6.180734780000243e-07	3.8201482420704657e-13	3.778817339113685e-07	-0.0004351889923548	-0.0002154771254646	4.6430391598486966e-08	1.8938945906678617e-07	0.0
958.0654147054848	1.3771046430370006	1.896417197874065	917889.3388547926	1025.933959787542	3.682755210182904	13.562685938129327	1052540.489845346	910.3828146150796	1.8262962114691843	828796.8691464744	3.3353578520266964	930.1570266078246	761.1615305228855	1.031828	15.974696	0.0510502759554919	0.0307773470975339	-0.0211810187	0.0048937342	0.0613142412	-0.0031158633	-0.0078656782	0.0422349056	-0.0171983704	-0.1454509606	0.0399354424	-0.2398468893	-0.0022184498	-0.0261957071	0.00923795	-0.0133116163	-0.0915430535	-0.0399225809	0.1312495809	0.0225733511	-0.0315931208	-0.0470267929	-0.1508229879	-0.0969695841	0.0506753075	-0.036415396	-0.0276016004	0.0065262666	0.0093700959	-0.0098236284	-0.1205110614	0.0523703853	-0.0682207964	0.1139625099	-0.082372556	-0.0907413109	-0.0151556925	-0.0449041276	0.0963902496	0.0080938345	0.0377228166	0.0176512498	0.0256520787	0.0357158527	-0.1257106043	0.1505029086	0.0521344199	0.1210138885	-0.1397068146	0.0647102295	-0.0650176075	-0.0569277681	0.0276266603	-0.000714371	0.0050561093	0.0162543663	0.0398671775	-0.0226483565	0.041595212	0.0117187197	0.1533673668	-0.0252960322	0.0982738953	0.0333572536	-0.0658093683	0.0874526294	-0.0372757777	0.1088825637	-0.0184605176	-0.006323977	0.0997255981	0.0630585477	0.0568474148	-0.0152588076	0.0434270707	0.1186863815	-0.0135032622	0.0454831847	-0.0297967519	-0.0770456726	-0.0428365329	0.1003881208	-0.0072027675	0.1341631698	-0.0751962417	0.0786624589	-0.0056711517	0.1266188352	0.1192723348	0.1073422654	-0.0172262827524321	1.4021676179202386e-05	0.0002967448174667	1.9660740287441158e-10	0.0161142478124673	0.0157747907567795	0.0002488440234201	0.0002596689825616	0.0301096155112787	-0.0185811648866832	0.000906588946237	0.0003452596885461	0.0012648914327733	0.0002515252381985	6.326494545081218e-08	1.599950336703292e-06	-0.000614724002631	-3.144101400022123e-09	9.885373613621072e-18	3.778855994106777e-07	-0.0003531114019377	8.207759041709998e-05	6.736730848677223e-09	1.2468766217840793e-07	0.0
956.77535458259	-1.290060122894829	1.6642551206834213	915419.0791366408	1021.9226905649358	-4.011269222606302	16.090280776228564	1044325.9854914777	909.2495852177686	-1.13322939731097	826734.8082186843	1.2842088669297842	929.3404639552368	754.1117179339865	1.079709	16.715988	0.0345029508668362	0.0157691751276134	-0.0277275108	-0.0643948617	-0.01560007	-0.0424892076	-0.0511603585	0.0740509999	0.06986376	-0.0059247526	0.0249707229	0.0814444374	0.0838770912	0.0123749618	-0.0380380858	-0.0355576313	0.0469959725	0.0316266746	-0.1233367732	-0.2427715805	0.0407798434	-0.0869355124	0.0792076718	-0.0025334629	-0.1262520698	0.0295695298	-0.0609219473	-0.0858926074	0.1144531179	0.1285010214	0.1096104303	0.1725111087	0.0079004853	-0.0331926772	0.1057461698	-0.1522347549	0.0621876868	0.0069333321	0.0185337561	-0.0578348592	0.0031421763	-0.0657080886	0.0642627651	-0.0385843836	0.0539953445	-0.1535079962	0.1302389803	-0.1142399865	-0.067929637	-0.0516817899	-0.053800772	-0.043616253	-0.058354875	-0.047578097	0.0961621081	-0.1396693606	-0.0262018244	-0.0359391975	0.1388137219	-0.122164011	-0.0235486949	0.0706497942	0.0028808055	0.0485619434	-0.0904516763	-0.0476942035	-0.0648392246	0.1321114348	-0.0808475158	0.0196205239	0.0010812232	-0.0965305663	-0.0722904416	0.1179737965	0.1058582798	0.0915388518	0.0163569066	0.081268918	0.0082543997	0.0713716647	-0.1420362631	-0.0183926528	-0.1327467221	-0.0288623467	-0.0066018994	-0.1010509068	-0.0908382745	0.1259161521	0.1165232592	0.1013839798	-0.0086915361435728	0.0085347466088592	7.554280053503232e-05	7.284189967743531e-05	0.02690241387252	0.0107881660600527	0.0001163845269392	0.0007237398721683	0.0302210009942029	0.0001113854829241	0.0009133089010916	1.240672580625707e-08	0.001314329159223	4.943772644969992e-05	2.4440887965153594e-09	1.727461138783838e-06	-0.0007847858359049	-0.0001700618332738	2.8921027136479752e-08	6.158888082369526e-07	-0.0004349848965141	-8.187349457640001e-05	6.7032691141518024e-09	1.892118601953823e-07	0.0
956.7798387056268	0.0044841230368319	2.0107359409447332e-05	915427.6597535652	1025.6007851687343	3.678094603798513	13.528379914491742	1051856.9705387242	910.802783777218	1.5531985594493565	829561.7109363297	2.412425765075556	930.746056259939	755.068771163277	1.235568	19.128992	0.081803991017993	0.0464578756032564	-0.0458677224	0.1100420945	-0.0856480688	-0.012796893	0.0200377913	-0.0670894956	-0.1356262346	-0.082319627	-0.0095626583	0.0001427948	0.034437711	0.0057280308	0.0859467915	0.0933095791	-0.0589740688	-0.0736837131	-0.0194652059	0.1594494145	-0.1448314138	-0.0650444062	0.0002106183	0.0167435528	0.0231118783	0.0385984351	0.0590935331	0.0076203704	0.0484064215	-0.0712620349	-0.141673169	0.0294714778	0.0349398793	-0.1053949352	-0.0280957393	0.0147900909	0.1226388969	-0.1094709388	0.1865326916	-0.0245272065	0.0164861349	0.0628142655	-0.0808270272	0.1983122667	-0.0390523214	0.0973939982	-0.0984990523	-0.0782386135	-0.012527689	-0.0220197763	-0.0593271232	0.0314356428	-0.0201094925	0.0125561772	-0.0088997372	-0.06867419	0.0546580451	0.1262783845	-0.0745301397	0.0035364185	0.0061019662	0.0305784211	0.1855384644	0.0799997733	0.1542004512	-0.0401236576	-0.0504749864	0.1441713716	-0.0193145107	-0.0041135454	0.1510029091	0.0011977607	-0.0038289262	-0.0993633349	0.0470979246	0.0190416057	-0.048028107	-0.049281239	0.0553688553	0.0110624176	0.0071795966	-0.0263308818	0.0241259058	0.0944040276	-0.0100714095	0.0722998973	-0.0574316084	0.1251271724	0.1134548014	0.0948006283	-0.017115752132284	-0.0084242159887112	0.0002929489710537	7.096741502445745e-05	0.0341672331518054	0.0072648192792853	5.277759916067683e-05	0.0011673998212498	0.0651944881223443	0.0349734871281414	0.0042503212815344	0.0012231448019022	0.0009368893795369	-0.0003774397796861	1.424607872894917e-07	8.777617094890373e-07	-0.0006141689006105	0.0001706169352943	2.9110138609253453e-08	3.7720343847711036e-07	-0.0003602122390575	7.477265745660003e-05	5.5909503031220444e-09	1.2975285716681752e-07	0.0
